User Name,Review,Rating,Date of Review,reviewCreatedVersion
Hugh Simmons,"Same as others - "" ... stoped"" message after update. (Worked perfectly prior to this.) Note to developers: this is happening on my Android 6.0.1; of which there are thousands still in service. Please fix service for Android 6 as well as 7 & 8. I also sent email with details of failed work around attempt, after re-installing. I opened directly via Playstore's ""OPEN"" button, instead of from new (orange) screen symbol. It opened, but would not allow set up.",1,2020-11-06,2.22
Alida Bonotto,Still not opening. I give up.,1,2020-11-06,2.22
Michael Paull,Won't open on my phone anymore. Crashes every time.,1,2020-11-06,2.22
Robert Chapman,wont open or stay connected,1,2020-11-06,
David Cox,Looks simple and brilliant. Let's hope i never have to use it!,5,2020-11-06,2.22
Ken Pyke,Fantastic app,5,2020-11-06,2.22
judith longa,Keeps closing saying it has stopped. Disappointing,1,2020-11-06,2.22
TrekenOZ,"Update to emergency one causes app to crash, unable to open app",1,2020-11-05,2.22
Joseph Camilleri,"My is not working ever since the update .will not open I uninstalled and reinstalled, still the same issue. It use to work great now it's hopeless ??????",1,2020-11-05,2.22
Pete Singleton,Sorry to report that the update has stopped the app completely on my trusty old Samsung S5 running Android 6.,1,2020-11-05,2.22
Louise Docker,"Was brilliant when I installed it years ago since the update it crashes when I try to open it, not good if you have to use it in an emergency. Can you please fix the bug",1,2020-11-05,2.22
Carol Rushby,"I can't access or update to the new 3 words app on my Samsung tablet? I've even uninstalled the 'old' app and downloaded the 'new' one but its not actually the new app, just the original?!?",2,2020-11-05,2.22
Doug Newcombe,Location is incorrect by approx 150m.,1,2020-11-05,2.22
leonard wilkins,The app will Not open for me,1,2020-11-05,2.22
David Armstrong,"With an update, the app now fails to open or work. Do the developers understand what an emergency app is for? Do NOT release updates until they work reliably. It needs to be simple, reliable, robust and work without fail. This is useless!",1,2020-11-05,2.22
Peter B,No longer working on my Samsung galaxy s5 android 6.0.1,1,2020-11-04,2.22
Philip Richmond,"Ya bunch of IT nongs forgot to test the ""updated"" app before release. Doesn't work on my Samsung S6. Given it's an emergency app one would think your release process would be a tad more robust.",1,2020-11-04,
Rodney Gallegos,Can't open,1,2020-11-04,2.22
pln2216,"Will not currently open crashes on demand, something wrong",1,2020-11-04,2.22
Denis Liuzzi,"Hi there. Had this App for several years now.The App appearance and ""look"" has changed recently and since this has happened, the App will not open on my Android phone. I have removed and re-installed several times but still will not open. Dissapointing as I work in Care/Sports Training field and often am required to ring 000 to get assistance for injured sports people. Hope it works before my local AFL pre-season starts again in late November. Please, please get it fixed.",1,2020-11-04,2.22
Alan Gurman,This App does not work!,1,2020-11-04,2.22
Peter Ailwood,I am using Android 7 and it doesn't work for me following the update to PLUS.,1,2020-11-04,2.22
David Hill,Used to work fine but after latest update it won't open at all. I've deleted and reinstalled it to no avail.,1,2020-11-04,2.22
diane pretty,Latest update broken. Will not start on my Android Samsung phone crashes immediately. How do i vwt the working version baxk again?,1,2020-11-03,1.26
Tony M,Updated the app now it does not work. Uninstalled. What a joke. This app is like everything else in South Australia ..... Broken.,1,2020-11-03,
Vicki Geewiz,Have had the original app for a long time. Since the upgrade it will not open.,1,2020-11-03,2.22
San Dee,"It was working perfectly and I had recommended it to all my friends. But since the update, its hopeless. This used to be the best app around. Now its awful",1,2020-11-03,2.22
Iain,Setting the font size bigger doesn't fit in the space provided. Should have kept previous icon.,2,2020-11-03,2.22
george schultz,Doesn't work since update. Uninstalling now,1,2020-11-03,2.22
Ash Grant,"New Update App is crashing will not open on my Android 6 Marshmallow Phone, but works fine on latest Galaxy Tab +S7 with Android 10. Poor oversight, do you guys test these BEFORE you release?, Now I have No Emergency App on Phone...great work.",1,2020-11-03,2.22
Denise Harrop,The updated App. says it's stopped. So now it doesn't work. Never had any problems with the previous app. Please reinstate,1,2020-11-03,2.22
Barbara,Will not open.,1,2020-11-03,2.22
Tony Hyde,"App will not open, keeps closing. I've Uninstaller n reinstalled a number of times without success",1,2020-11-03,2.22
Tim Williams,Won't work,1,2020-11-03,2.22
Kleetus,"Never had a problem with the old app, but the latest one won't open. Have uninstalled, reinstalled and cleared cache to no avail.",1,2020-11-02,2.22
LAI LEONG,This app does not want to open. Can't download. Android,1,2020-11-02,2.22
A Google user,Can't open the app which immediately closes down. Can you please help me to fix the problem,1,2020-11-02,2.22
Silver Surfer,since last update doesn't work with j7 galaxy,3,2020-11-02,2.22
shirley kusen,Most pathetic excuse for an app. Supposed to be an emergency app. Thought you knew what you were doing. Obviously you have no idea.,1,2020-11-02,2.22
Leanne Elkins,Just down loaded the app and have noticed the app has my current location in my neighbours house (I'm actually sitting in my own lounge room) and the 3 important words that I would have to use in case of an emergency are partial covered by other information on the screen.,1,2020-11-02,2.22
Freefallau,You would think if they were going to relaunch this app they would make sure it didn't keep crashing when trying to open.,1,2020-11-02,2.22
Ormond Williams,Crashes immediately.,1,2020-11-02,2.22
Mark Hibbard,Won't work on Samsung s7 . Constantly says stopped. Not sure if linked but I do have the covid app constantly running,1,2020-11-02,2.22
Ian Cox,Looks good with the upgrade,5,2020-11-02,2.22
Catherine Jones,Great app,5,2020-11-02,2.22
Ray Davis,Will not open on my Samsung Android? It keeps showing as closing. I have deleted it and resubmitted but still no go.,2,2020-11-02,2.22
Sylvia McGrath,Doesn't open. Disappointing,1,2020-11-02,
James Harriman,"Great concept of the 3 words location, and has all of the important emergency numbers and instructions",5,2020-11-02,2.22
Ray,Does not open,1,2020-11-02,2.22
michael sausman,Was good. Now crashes,1,2020-11-02,2.22
Monique Petersen,"It's showing the wrong 🏠 house, we're nextdoor",4,2020-11-02,2.22
Rachel Alliston,Won't open. App stopped,1,2020-11-02,2.22
Darryl Rogers,Crashes on startup since last update,1,2020-11-02,2.22
Yvonne McLennan,It's a great idea I have samsung 9 the app was working but suddenly stopped and i have tried closing app reloading app and turning phone off and restarting it.,3,2020-11-02,2.22
Steven Nolan,This a great App. The App has stopped working. With last update. Iam using a samsung A5.,4,2020-11-02,2.22
Bob McKenzie,"All very good and have had it since original version. However with the intro of What3Words the font needs to be bigger so it is more visible, especially for those that have some vision impairment . Or have the functionality to change the W3W font like the Long/Lat.",5,2020-11-02,2.22
Helen Aiton,I too have problems 'this app doesn't work anymore'. Tried in the bush today. Unsuccessful. Bit of a worry. Helen Aiton,1,2020-11-02,
Gregory Bloem,Change the original icon back!! Haven't used the app yet but the new icon will confuse people in distressing situations.,3,2020-11-02,2.22
Russ Jex,Has now stopped working on my Galaxy running Android 8. Very disappointing,2,2020-11-02,2.22
Paul Child,Done update now it won't open What have you done 😭 To bad if i have to use it,1,2020-11-02,2.22
Glenn ANGUS,Keeps saying app keeps stopping. Earlier version worked perfectly.,1,2020-11-01,2.22
Trevor Diment,Could have saved my life but doesn't work anymore,1,2020-11-01,2.22
Bony Trauma,"It replaced the previous triple 000 app which is perfectly works. This is not working at all. It says, the app has stopped. Please, before changing the any emergency app make sure and make sure it works perfectly. It will not be a emergency app if doesn't works.",1,2020-11-01,2.22
Norm Gray,After an automatic update it no longer works on my Samsung Galaxy 5. Please ensure the current version is backwardly compatible. Lives depend on its functionality.,1,2020-11-01,
Mia Girl,Not working since last update,1,2020-11-01,2.22
Toni Scales,I can't open it at all since the very recent update. Not impressed!!!,1,2020-11-01,1.15
David Chidgey,The updated version of this app won't open on my mobile.,1,2020-11-01,2.22
Tony Treffers,Have uninstalled and reinstalled the app since the update but it still doesn't work like it did prior to the update. Disappointing,1,2020-11-01,2.22
Riley Cranstoun,"A great app but for some reason it stopped working on my phone. Everytime I open it, it immediately crashes.",3,2020-11-01,2.22
Mike Reardon,Has stopped working reinstalled and still not working,1,2020-11-01,2.22
A Google user,Since you have updated the app fails to work. This meant to be an emergency app that was working perfectly before you updated it. Please repair ASAP so it can be used in an emergency,1,2020-11-01,
James Gunn,Why is this app no working anymore? It keeps crashing after the latest update,1,2020-11-01,2.22
Beth Harrison,"App won't open anymore... Reinstalled, still won't open.",1,2020-11-01,2.22
Geoff Newnham,This shows an incorrect address for my home. But no way to correct or advise! Dangerous.,2,2020-11-01,2.22
the guv,This New version is not working on my Samsung Galaxy. I have checked settings all seems ok,1,2020-11-01,2.22
karen Lewis,Was a great app until you updated it now it wont even open,1,2020-11-01,2.22
David Wigney,"Great app if you can open it, constantly shuts down",2,2020-11-01,
Sean Dwyer,Latest version doesn't want to open on an older Android 7 based phone...stops almost immediately. Might be the same problem that the updated BoM app had for a while...,2,2020-10-31,2.22
Joanne Lee,Have recently uninstalled app as it not working anymore. It won't ever load. Was great when it was working,2,2020-10-31,2.22
Ken Gellert,Will not even load since the latest update,1,2020-10-31,2.22
Super nova,Since updating not working,1,2020-10-31,2.22
Team Benson (Team Benson),Ess we weer w we re w e et wees dw ess e wed er we see we f wwest,1,2020-10-31,
Natalie Hitoun,"I have installed and reinstalled this app but it still won't open. Or "" Emergency + app has stopped"". Please fix this! It's an Emergency app. The previous one worked just fine. My phone :Samsungalaxy Note 5",1,2020-10-31,2.22
robert burns,New icon but it doesn't work any more. I have uninstalled and reinstalled but it continues to say it has stopped working. Who can fix this?,1,2020-10-30,2.22
Justin Kibell,Great tool especially if you find yourself on a long stretch of road or in the bush and need to know where you are to call for help.,5,2020-10-29,2.22
Mark Haines,Show the best,5,2020-10-28,1.26
#MUBASHER Discovers (?),3effe,5,2020-10-18,
Tony Lee,"It might get 5 stars if you would explain where my three words comes into the picture. No obvious reference to it when you open the app, just normal coordinates",3,2020-10-02,1.26
Robert D,"5 stars as very simple, functional and essential. Map could be improved by letting you drop a pin to get another location - some emergencies might need that information (like where you were five mins ago, or where someone else is).",5,2020-10-01,1.26
Kevin Wilkinson,I just downloaded this app opened it to see I was some 5 klms from where I am. Not much help if I have an emergency in a rural area. I have just uninstalled it.,1,2020-10-01,
Katie Locock,"Brilliant idea, I learnt about this app while doing the online criteria for my first aid certificate renewal and having needed to cal 000 before and not known the address of my location I think this is amazing and should be more widely known!",5,2020-09-13,1.26
Ashley Kerlin,"Surely this sort of app would allow you to save personal information to be shared with emergency services (only if you need to contact them): allergies, medications, doctor, next of kin, home address, blood type, need glasses, wear contacts.",3,2020-09-11,1.26
Charlene Sisk,Does this app work for the US?? Reading things.. To my knowledge we do not use the (000),3,2020-08-31,1.26
Lucian SJ Interpreter,Need to fix NRS access,2,2020-08-25,1.26
Tammy Oostenbroek,Great app if you dont have phone service.,5,2020-08-21,1.26
Gregory Taylor,"Not that I have used the App yet, not that I hope to use it either, but being a TC my company has recommended all staff to have access to it in case it is needed. In reading previous comments about the size of the GPS Co - Ords #'s, and being to small to read with out glasses access, I have found that if you tap the Red box the Address & Co-Ords are written in it does Enlarge the Text. When I discovered this the numbers went from illegible to legible without my glasses on.",4,2020-08-13,1.26
Robert Fleming,Use the app to find various location. Works extremely well and really accurate.,5,2020-08-08,1.26
Joey Mason,It's basic but that's perfect,4,2020-07-31,1.26
Wendy Horspool,Live this app very helpful when in emergencies,5,2020-07-31,1.26
Lim Lim,Easy to use and accurate.,5,2020-07-26,1.26
Chris Standen,GPS coordinates can take precious time to read out and are prone to miscommunication. What3words may be better in some circumstances.,4,2020-07-16,1.26
James Nicholas West (Sandfo),Excellent,5,2020-07-04,1.26
Rob Brennan,Content ✌️✌️✌️✌️,4,2020-06-15,
Jeannette Coman,Awesome,5,2020-06-05,1.26
Gordon CAMPBELL,"Neil's comment (20th April 2020) is 100% correct. I have the app and give it 5 stars... but... a newer app does so MUCH MORE!!! Check out 'What3Words'. It has so many more uses and is used by millions of people since it was launched in 2013. ie; Locating friends in crowds at a football match or rock concert (not much use right now but will be when COV-19 is under control), quickly finding a business in large industrial complexes; finding a friend's camping spot off the beaten track. Sure, you can use GPS co-ordinates, but three words are so much easier to enter and remember than a string of numbers.Try it.",5,2020-05-30,1.26
Mand Tiga,"Would like to see integration of the what3words location protocol, for the stressed, elderly or vision impaired reading out the lat & long is a big ask.",4,2020-05-25,1.26
CRAYDEN SWIFT,LIFE SAVER IN EMERGENCYS.,5,2020-05-09,1.26
Andrew Chan,It's good to call emergency people,5,2020-04-30,1.26
A Google user,I like the idea of this app but the location coordinates are very rarely accurate so it doesn't really serve its purpose for me.,2,2020-04-28,1.26
A Google user,Easy and simple to use.,5,2020-04-26,1.26
A Google user,"Excellent service, app great resource.",5,2020-04-22,
A Google user,"Excellent - but needs one tweak. This app should be preloaded on every Aussie mobile device, for its ability to quickly provide an accurate location to emergency services. However, it would be much improved for rural and highway use by adding an approximate distance and bearing from the nearest town, as the lat/long may be too complex and the highway name and 'suburb' not specific enough for some users and/or agencies.",5,2020-04-20,1.26
A Google user,"Excellent, Didn't have to used so far during Bushfire",5,2020-04-18,1.26
A Google user,When address show up while I am at home the app shows the wrong address and as such emergency vehicles would not find me - my home address 5 Demijohn crt Huntly address show on the app 6 Lakeview crt Huntly Vic - Lat -36.67637 Long 144.33854,1,2020-04-16,1.26
A Google user,"Perfect app for its purpose: something to contact help in the event of an emergency. No frills; it opens up quickly and silently every single time, and provides location data as soon as possible, including GPS coordinates and address. Important contacts are listed clearly, there are no little buttons or menus to mess around with. The design of the app is clean and simple. The designers of this app understand what needs it must fulfill. A must have, in case of emergencies.",5,2020-04-16,1.26
A Google user,Benefits (my safety) outways the long terms and conditions that you need to agree too I hope.,4,2020-04-15,1.26
A Google user,"While a good idea, I can see room for improvement. e.g. Imagine the situation where a caller can't read the screen (too young, lost eyeglasses, degraded vision, etc). An option for the app to speak would be good. To say your location out loud, to speak CPR instructions if you have no reception to call 000, etc",3,2020-04-15,1.26
A Google user,Everyone should have this app on their mobiles. You never know when you'll need it.,4,2020-04-14,1.26
A Google user,Hundred percent nessesary,5,2020-03-30,1.26
A Google user,Great app easy to use,5,2020-03-29,1.26
A Google user,Good,5,2020-03-29,1.26
A Google user,Really handy for helping your self and I'm in cadets so it's really useful if you see some one who is injured,5,2020-03-06,1.26
A Google user,"A must have free ""000 location"" app within Australia for all.",5,2020-02-27,1.26
A Google user,Has all the emergency services and is easy to locate them in the app. Hope I don't have to use it.,5,2020-02-26,1.26
A Google user,Good idea but very bad app. Locks up the phone and then had a system ui crash,1,2020-02-16,1.26
A Google user,"Great start but plenty of room for functional improvement as demonstrared in various other reviews. Be aware that if your 'location' function is turnred off this app will not over ride and turn it on. This would be an important upgrade, as would-be making the app accessible without the need to login. Also, a button is used to call 000 in one touch. It's accompanied by several other buttons. Perhaps it would be faster if 3 buttons were available for 000. This should expedite the call.",3,2020-02-16,1.26
A Google user,Everyone needs to download this,5,2020-02-15,1.26
A Google user,The address is incorrect how can I fix it,4,2020-02-03,1.26
A Google user,How about some numbers for specialist mental health services and animal emergencies?,4,2020-01-28,1.26
A Google user,Terrible terrible terms of use.,1,2020-01-09,1.26
A Google user,Works exactly as described.,5,2020-01-08,1.26
A Google user,Only usefull if u have Data on ur phone and a phone signal. I live in Australia and beleave me there are plenty of places where u cant get a phone signal. This will never work in outback australia.,1,2020-01-08,1.26
A Google user,At the moment I've had none,5,2020-01-04,1.16
A Google user,I like the GPS feature,5,2020-01-04,1.26
A Google user,Great simple to use app that transmits basic information. Would be great if you could add essential health data or something like that if required.,4,2020-01-04,1.26
A Google user,Good,5,2019-12-22,1.26
A Google user,Could you please add a CPR resuscitation box. Thanks..,4,2019-12-15,1.26
A Google user,The Best App,5,2019-12-11,
A Google user,Invaluable. Thank you.,5,2019-11-30,1.26
A Google user,"I would like to use this app but I cannot agree to the licence agreement which includes an onerous indemnification clause. Licence says ""You indemnify FRNSW against all liability, loss, damage or injury suffered by any person, organisation, or entity in connection with the use of Content or the Licensed Application"" This means that if FRNSW has to pay compensation to ANYONE after they have used this app that I will foot the bill!",1,2019-11-28,1.26
A Google user,Brilliant App. Thank you for inventing this one.,5,2019-11-24,1.26
A Google user,Good app. Handy if you don't know exactly where you are. Suggestion though: please increase the font size on the location coordinates and address. It's impossible for me to read them without my glasses. :-),4,2019-11-20,1.26
A Google user,Nothing to say as I just open this app - I hope I don't need to use it however I hope I will be happy with it when necessary 👌 thanks,5,2019-11-14,1.26
A Google user,Contact emergency services reliably easily sharing your location,5,2019-10-29,1.26
A Google user,"Outstanding app, so helpful when it comes to calling for emergency help",5,2019-10-28,1.26
A Google user,Great,5,2019-10-21,1.26
A Google user,IT SEEMS CAPABLE OF FINDING YOU WITHING A METRE. YOU WILL HAVE HELP SO FAST THANKS GUYS I FEEL SAFER AFTER HAVING HEART ATTACKS AND SERIOUS HEALTH PROBLEMS. XO THANKYOU.,5,2019-10-01,1.26
A Google user,Great app for elderly people,5,2019-09-15,1.26
A Google user,"Done My First Aid Course An My Instructor Chris Has Showed The Class This App An So We All Are So Happy With The Info An Life Saving Options It Has, An You Dont Even Need Internet Data To Access Its Good Deeds",5,2019-09-04,1.26
A Google user,Must have app if you live in Australia!,5,2019-08-31,1.26
A Google user,Paul Dillon said its good so therefore its good,5,2019-08-30,1.26
A Google user,Love it,5,2019-08-21,1.16
A Google user,Had to use this app interface works spot on,5,2019-08-15,1.26
A Google user,"PUBLIC AND FRNSW PLEASE READ ALL OF THIS.Whoever is in responsible for public awareness of this app SHOULD BE SACKED. Less than 2 days ago there was a father and daughter lost in deep snow near Thredbo. This opportunity, and many others in the past, must be seized upon and the media used to educate and reinforce the need for all persons to have this app on their phone and to know how to use it.  I have used app before, as a Police Radio Dispatcher.  5 teenage girls were lost in bushland in winter at night. Police had been searching for them for some time but the girls didn't know where they were and a triangulation from there phone only showed a rough area. The supervisor was about to call in a helicopter to assist in the search. I called back the young girl's phone and asked if she had the Emergency+ app on her phone. She didn't but she did have internet connection so I was able to talk her through the download. Within minutes  I had her location PINPOINTED through the lat/long coordinates. Using mapping we were able to walk the girls to a close by track whilst coordinating Police to walk in from the nearest road.  This is just one of many stories about this app. IT SAVES LIVES!!",5,2019-08-13,1.16
A Google user,My hubby needs this app for work but cant seem to find it on his phone but got it on mine. We are old skool. His is a S4 and im a S5.,2,2019-08-01,1.26
A Google user,Great App everyone should hav ere it on their phone,4,2019-07-22,1.17
A Google user,Not very useful. it needs to contain basic CPR details. Perhaps even a beeping sound to synchronise your chest compressions,1,2019-07-22,
A Google user,Would be even better if it automatically sent location,4,2019-07-20,1.26
A Google user,This app is basicly needed on all phones. great tracking and shown phone numbers for any emergency.,5,2019-07-18,1.26
A Google user,Brilliant app just hope i don't have to use it,5,2019-07-16,1.26
A Google user,tried to call 000 with it hangs up straight away not a good app,1,2019-07-11,1.17
A Google user,great APP but haven't tested it out yet in the bush were there is no phone reception they say it will still work who knows..,4,2019-07-06,1.26
A Google user,Great app to save livws in the elderly especially..,5,2019-07-02,
A Google user,Great! Makes me feel safer.,5,2019-06-19,
A Google user,"This app is useless. I live in regional Victoria & the address it is showing is not where I am. It is showing the same town, but not exactly where I am. How am I meant to use it if it can't even show me the correct details??",4,2019-06-14,1.26
A Google user,not helpful your phone give you all this info already I downloaded it then delete it,1,2019-06-03,
A Google user,Needs text for those with breathing difficulties.,4,2019-05-31,1.26
A Google user,COOL,5,2019-05-22,1.26
A Google user,"not good, has very limited features, use google instead",2,2019-05-16,1.26
A Google user,awsome,5,2019-04-19,1.26
A Google user,"The app displays location coordinates, but so does any gps app. It still requires the user to be able to read out the numbers. The poor accuracy reported by some users is probably the inevitable result of using it indoors.",3,2019-04-19,1.26
A Google user,when you ring the emergency service your location disappears How can you tell them your location. Useless untill fixed In an emergency you more than likely will only have enough time to dial the emergency number shown on the app Not a great time to be trying to access the app showing location when you are in a call,1,2019-04-09,1.26
A Google user,great app,5,2019-04-09,1.17
A Google user,i has everything i need in an emergency,5,2019-03-29,1.17
A Google user,An essential app. Just in case,5,2019-03-21,1.26
A Google user,great program,5,2019-03-21,1.25
A Google user,please allow copy paste of latitude and longitude,3,2019-03-20,1.26
A Google user,what a fantastic app to have in case you need someone. I can be anywhere in the house and collapse with my condition and no one will ever know. I keep my phone close to my wheelchair in a pocket my Wife made for me and it gives me a little peace of mind that this app is available without much effort. I think that is the most important thing a app you can push without to much effort for Emergency situations!,5,2019-03-20,1.25
A Google user,everyone should download this app it's excellent,5,2019-03-20,1.25
A Google user,Every mobile phone should have this app. Just in case!!!,5,2019-03-19,1.17
A Google user,posted,5,2019-03-14,1.17
A Google user,easy to use and a great tool,5,2019-03-05,1.17
A Google user,"needs a mental health call line, other than that its an easy to use app, gives you your exact coodinates and your address if available, plus numbers for services like SES, police help line and all that similar stuff, but a suicide hotline is thr only thing missing and its a pretty major need",4,2019-02-26,1.17
A Google user,fits my needs perfectly,5,2019-02-25,1.17
A Google user,Would be better if you could add additional information like medication used and who to contact incase of emergency also if this app can be accessed while phone is locked.,3,2019-02-24,1.17
A Google user,This App should be on everyone's phone.,5,2019-02-24,1.16
A Google user,This app is useless because the coordinates are wrong up to 5km out which is no good for emergency services. When I ring the ambulance service they pin point my location immediately.,1,2019-02-23,1.17
A Google user,great,5,2019-02-22,1.17
A Google user,having no phone reception this app was great to have but IT DISPLAYS WRONG NUMBER ON LOCATION. this makes this app useless to me and there are no options of MANUALLY INPUT FOR EXACT ADDRESS. This feature is totally necessary for this application.,2,2019-02-11,1.16
A Google user,best app for emergencies. 10 out of 10.,5,2019-02-09,1.16
A Google user,"When I installed the app on opening it, it had a box with "" I AGREE"" , but nothing saying what i agree to! Would be like writing a blank cheque.",1,2019-02-07,1.16
A Google user,Seems a good app. Only issue is that it doesn't show GPS coordinates.,3,2019-02-03,1.16
A Google user,"What a great idea. I personally never know where the hell I am, to have the exact street name and number available is so simple it's gold. thankyou!",5,2019-02-01,1.16
A Google user,great app but does not give major cross Street which is first question 000 ask,4,2019-01-25,1.16
A Google user,excellent accuracy,5,2019-01-24,1.16
A Google user,how could this app be usefull when GPS has my location 5 klm away. thats not good. would be useful if i can put my own address in the location too.,1,2019-01-20,1.16
A Google user,This app was extremely useful in a breakdown on the M1 to describe our exact location,5,2019-01-19,1.16
A Google user,install and hope you never have to use it.,5,2019-01-08,1.17
A Google user,"it's a piece of mind to have gps coordinates in case of emergency while camping. not sure if its possible, but I think this app could me more valuable if you were able to access it from a locked phone and therefore if something was to happen to me, my family or friends would have access to it. also maybe if it could be linked to rural fire service for fire danger announcements and fire danger ratings",4,2019-01-02,1.16
A Google user,n..lm i22 mb,1,2019-01-01,1.16
A Google user,"1/5 stars, not because it doesn't work, but because it needs Google play services... Seriously!?!",1,2018-12-08,1.16
A Google user,Great app for emergencies!,5,2018-11-29,1.16
A Google user,"Location accuracy is the problem of the network, not the app as i discovered when on phone to police they tried to tell me i was in West Swan about 4 ks from my actual location. Got off the phone and went straight to google maps and still 3 streets away from my actual location. Who do you blame, the carrier, the app maker or just our network. GPS coordinates may also be wrong if the map is wrong",4,2018-11-27,1.16
A Google user,"This app was recommended to me by a friend. Hopefully I never have to use it, but if I do, it looks like it will be incredibly beneficial. Thank you.",5,2018-11-27,1.16
A Google user,"Great app. Suggestions: a share button next to your coordinates. A duress alarm. An internet based call lodgment, often I have internet and/or sms ability when I can't make a call.",4,2018-10-20,1.16
A Google user,"It needs a more modern look and needs a more advanced system such as having an ambulance see your location automatically, along with other stuff.",3,2018-10-17,1.16
A Google user,Does this work in Western Australia?,5,2018-10-13,1.16
A Google user,Great app but needs setting to be shown on lock screen.,4,2018-10-11,1.16
A Google user,I absolutely love this app. Super helpful and effective,5,2018-10-05,1.16
A Google user,Quick and easy however it would be good if there was a way to copy your gps coords and address to clipboard so they can be sent as a txt to someone. If you are in an area with poor reception you can sometimes send a txt even if calls are not able to be made.,4,2018-10-02,1.16
A Google user,Is there a way of putting in our correct address? Mine is showin in units behind me. Not even in correct street.,4,2018-09-28,
A Google user,"This app seems great. The fact it has numbers for other help such as crime stoppers and poison hotline and the line for people who are deaf or speech impaired is fantastic. The only thing I would suggest is a line such as access line, or beyondblue as such lines have proved very life saving for my family including getting someone into the ambulance at a critical time. I have one question that for obvious reasons I don't want to try but the numbers attached in this app do they register and begin a phone call when pressed?",5,2018-09-17,1.16
A Google user,Hope I never need it. Well done. A nice-to-have might be a CPR metronome.,5,2018-09-14,1.16
A Google user,Looks good. Haven't needed to use it yet but keep it on starting screen just in case.,5,2018-09-13,1.16
A Google user,Really impressed by the news that a bushwalking grand father got saved from a deadly snakebite . Downloaded the app and found that it's the simplest intelligent app I had everseen simple and straight forward.. the app is enabled with geotagging...,5,2018-09-11,1.16
A Google user,Great app,5,2018-09-11,1.16
A Google user,"I think it would be more useful if additional buttons could be added by the user. For example wildlide rescue, nrma etc as having location coordinates at these times may also assist.",4,2018-08-26,1.17
A Google user,"Emergency+ is ok but could do more - could have an In Emergency mode, auto 
send SMS with name, location to 106, etc.",4,2018-08-04,1.16
A Google user,Everyone should have this app My by,5,2018-07-31,1.16
A Google user,"This app put my work location on the road behind it and on a hill. At home 
is says I'm at my neighbours, there's a fair gasp between us",1,2018-07-07,1.16
A Google user,Very very good,5,2018-07-04,
A Google user,Needs lifeline number. Otherwise great,5,2018-06-29,1.16
A Google user,"So the one main use of this app is its GPS locator, which tried to convince 
me it had received a signal accurate to six metres, six seconds ago, while 
I was at a location two full houses away from there. This is dangerously 
misleading and bad coding considering the actual embedded Google map was 
showing my correct location but your app's terrible API was completely 
failing to translate it into an accurate reading.",1,2018-06-20,1.16
A Google user,"Not relevant to Victoria. Once the GPS locates you in Victoria it still 
calls the NSW police number. Also, in Victoria we call 000 for SES 
emergencies such as road rescue, or rope rescue, not the other number the 
app automatically calls. Unsure about the need for this app other than to 
show your location, which Google maps does?",2,2018-06-20,
A Google user,"The only problem with this app is there is no button to use for silent 
assistance. I've needed assistance before but couldn't talk as my abuser 
was right there beside me. There should be an option for someone to use in 
a similar situation.",3,2018-06-09,
A Google user,"Had to remove this app as it was sending random emergency messages and 
distressing my family. IT STILL SENDS EMERGENCY MESSAGES even though app 
has been removed! I have restarted phone etc and it is still doing it. This 
is very distressing for my family and needs to be fixed immediately!",2,2018-06-03,
A Google user,"Just used for the first time was able to accurately inform police of the 
location I was calling from. I forgot you can open the app and call 
directly from it. Definitely keeping this one.",5,2018-06-02,1.16
A Google user,Very useful App.,5,2018-05-27,1.16
A Google user,"This is great so useful for my work and everyday life. Im trying to find 
one that provided the location of a AED nearby in NSW i have found plenty 
for everywhere else. Maybe it can be added to this app that wouod be useful.",4,2018-05-17,1.16
A Google user,A life saving app,5,2018-05-09,1.16
A Google user,"Your app just sent me a ""thank you for using the app"" message at 6:30 AM.  I didn't appreciate that at all.   Thanks for the quick response. Yours is the only emergency app I have on my phone. As far as the app goes it is very good.   I cannot find the records of the incoming message on my phone. I received a second one around 9am. If I get another I will try to check its provenance.  John",1,2018-04-13,1.16
A Google user,"Good app, needs to have 112 dialer for australian mobile. Then it would be a great app",4,2018-04-02,1.16
A Google user,"App is clear and easy to use.  I have it installed with widget on my home page. Can you tell me how to get it onto my Lock Screen, where I just have an ICE contact message.   I use a Nexus6P phone.",4,2018-03-25,1.16
A Google user,"Cancel button is ignored/ has no effect if Location is disabled or Airplane mode is enabled. Of course for the app to work both of these must be set correctly, but still it's a bug if just testing the app.",3,2018-03-23,1.16
A Google user,Fantastic app. May save lives. Everyone should have it.,5,2018-03-18,1.16
A Google user,"Luckily, I've never needed to use this but it should have a widget.",4,2018-03-18,1.16
A Google user,Great concept.  But I live in a regional area and found GPS suburb and address dramatically wrong.  No ability to enter correct details.  No ability to type landmarks.  Useless to me in an emergency.,3,2018-03-03,
A Google user,Simply essential...,5,2018-02-26,
A Google user,Great idea but lacks silent reporting! For example when a person is in danger and can't talk for personal safety reasons. I would be happy with registration system which could identify me and my location on a button click.,3,2018-02-22,1.16
A Google user,"Would be great if it got the location right, such an important app need high accuracy needs,more work and would be fantastic",3,2018-02-22,1.16
