,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
215,positive,"Was brilliant when I installed it years ago since the update it crashes when I try to open it, not good if you have to use it in an emergency. Can you please fix the bug",Was brilliant when I installed it years ago since the update it crashes when I try to open it not good if you have to use it in an emergency Can you please fix the bug,"['was', 'brilliant', 'when', 'i', 'installed', 'it', 'years', 'ago', 'since', 'the', 'update', 'it', 'crashes', 'when', 'i', 'try', 'to', 'open', 'it', 'not', 'good', 'if', 'you', 'have', 'to', 'use', 'it', 'in', 'an', 'emergency', 'can', 'you', 'please', 'fix', 'the', 'bug']","['brilliant', 'installed', 'years', 'ago', 'since', 'update', 'crashes', 'try', 'open', 'good', 'use', 'emergency', 'please', 'fix', 'bug']","['brilliant', 'instal', 'year', 'ago', 'sinc', 'updat', 'crash', 'tri', 'open', 'good', 'use', 'emerg', 'pleas', 'fix', 'bug']","['brilliant', 'installed', 'year', 'ago', 'since', 'update', 'crash', 'try', 'open', 'good', 'use', 'emergency', 'please', 'fix', 'bug']"
216,positive,"I can't access or update to the new 3 words app on my Samsung tablet? I've even uninstalled the 'old' app and downloaded the 'new' one but its not actually the new app, just the original?!?",I cant access or update to the new 3 words app on my Samsung tablet Ive even uninstalled the old app and downloaded the new one but its not actually the new app just the original,"['i', 'cant', 'access', 'or', 'update', 'to', 'the', 'new', '3', 'words', 'app', 'on', 'my', 'samsung', 'tablet', 'ive', 'even', 'uninstalled', 'the', 'old', 'app', 'and', 'downloaded', 'the', 'new', 'one', 'but', 'its', 'not', 'actually', 'the', 'new', 'app', 'just', 'the', 'original']","['cant', 'access', 'update', 'new', '3', 'words', 'app', 'samsung', 'tablet', 'ive', 'even', 'uninstalled', 'old', 'app', 'downloaded', 'new', 'one', 'actually', 'new', 'app', 'original']","['cant', 'access', 'updat', 'new', '3', 'word', 'app', 'samsung', 'tablet', 'ive', 'even', 'uninstal', 'old', 'app', 'download', 'new', 'one', 'actual', 'new', 'app', 'origin']","['cant', 'access', 'update', 'new', '3', 'word', 'app', 'samsung', 'tablet', 'ive', 'even', 'uninstalled', 'old', 'app', 'downloaded', 'new', 'one', 'actually', 'new', 'app', 'original']"
217,neutral,Location is incorrect by approx 150m.,Location is incorrect by approx 150m,"['location', 'is', 'incorrect', 'by', 'approx', '150m']","['location', 'incorrect', 'approx', '150m']","['locat', 'incorrect', 'approx', '150m']","['location', 'incorrect', 'approx', '150m']"
218,neutral,The app will Not open for me,The app will Not open for me,"['the', 'app', 'will', 'not', 'open', 'for', 'me']","['app', 'open']","['app', 'open']","['app', 'open']"
219,negative,"With an update, the app now fails to open or work. Do the developers understand what an emergency app is for? Do NOT release updates until they work reliably. It needs to be simple, reliable, robust and work without fail. This is useless!",With an update the app now fails to open or work Do the developers understand what an emergency app is for Do NOT release updates until they work reliably It needs to be simple reliable robust and work without fail This is useless,"['with', 'an', 'update', 'the', 'app', 'now', 'fails', 'to', 'open', 'or', 'work', 'do', 'the', 'developers', 'understand', 'what', 'an', 'emergency', 'app', 'is', 'for', 'do', 'not', 'release', 'updates', 'until', 'they', 'work', 'reliably', 'it', 'needs', 'to', 'be', 'simple', 'reliable', 'robust', 'and', 'work', 'without', 'fail', 'this', 'is', 'useless']","['update', 'app', 'fails', 'open', 'work', 'developers', 'understand', 'emergency', 'app', 'release', 'updates', 'work', 'reliably', 'needs', 'simple', 'reliable', 'robust', 'work', 'without', 'fail', 'useless']","['updat', 'app', 'fail', 'open', 'work', 'develop', 'understand', 'emerg', 'app', 'releas', 'updat', 'work', 'reliabl', 'need', 'simpl', 'reliabl', 'robust', 'work', 'without', 'fail', 'useless']","['update', 'app', 'fails', 'open', 'work', 'developer', 'understand', 'emergency', 'app', 'release', 'update', 'work', 'reliably', 'need', 'simple', 'reliable', 'robust', 'work', 'without', 'fail', 'useless']"
220,negative,No longer working on my Samsung galaxy s5 android 6.0.1,No longer working on my Samsung galaxy s5 android 601,"['no', 'longer', 'working', 'on', 'my', 'samsung', 'galaxy', 's5', 'android', '601']","['longer', 'working', 'samsung', 'galaxy', 's5', 'android', '601']","['longer', 'work', 'samsung', 'galaxi', 's5', 'android', '601']","['longer', 'working', 'samsung', 'galaxy', 's5', 'android', '601']"
221,neutral,"Ya bunch of IT nongs forgot to test the ""updated"" app before release. Doesn't work on my Samsung S6. Given it's an emergency app one would think your release process would be a tad more robust.",Ya bunch of IT nongs forgot to test the updated app before release Doesnt work on my Samsung S6 Given its an emergency app one would think your release process would be a tad more robust,"['ya', 'bunch', 'of', 'it', 'nongs', 'forgot', 'to', 'test', 'the', 'updated', 'app', 'before', 'release', 'doesnt', 'work', 'on', 'my', 'samsung', 's6', 'given', 'its', 'an', 'emergency', 'app', 'one', 'would', 'think', 'your', 'release', 'process', 'would', 'be', 'a', 'tad', 'more', 'robust']","['ya', 'bunch', 'nongs', 'forgot', 'test', 'updated', 'app', 'release', 'doesnt', 'work', 'samsung', 's6', 'given', 'emergency', 'app', 'one', 'would', 'think', 'release', 'process', 'would', 'tad', 'robust']","['ya', 'bunch', 'nong', 'forgot', 'test', 'updat', 'app', 'releas', 'doesnt', 'work', 'samsung', 's6', 'given', 'emerg', 'app', 'one', 'would', 'think', 'releas', 'process', 'would', 'tad', 'robust']","['ya', 'bunch', 'nongs', 'forgot', 'test', 'updated', 'app', 'release', 'doesnt', 'work', 'samsung', 's6', 'given', 'emergency', 'app', 'one', 'would', 'think', 'release', 'process', 'would', 'tad', 'robust']"
222,neutral,Can't open,Cant open,"['cant', 'open']","['cant', 'open']","['cant', 'open']","['cant', 'open']"
223,negative,"Will not currently open crashes on demand, something wrong",Will not currently open crashes on demand something wrong,"['will', 'not', 'currently', 'open', 'crashes', 'on', 'demand', 'something', 'wrong']","['currently', 'open', 'crashes', 'demand', 'something', 'wrong']","['current', 'open', 'crash', 'demand', 'someth', 'wrong']","['currently', 'open', 'crash', 'demand', 'something', 'wrong']"
224,positive,"Hi there. Had this App for several years now.The App appearance and ""look"" has changed recently and since this has happened, the App will not open on my Android phone. I have removed and re-installed several times but still will not open. Dissapointing as I work in Care/Sports Training field and often am required to ring 000 to get assistance for injured sports people. Hope it works before my local AFL pre-season starts again in late November. Please, please get it fixed.",Hi there Had this App for several years nowThe App appearance and look has changed recently and since this has happened the App will not open on my Android phone I have removed and reinstalled several times but still will not open Dissapointing as I work in CareSports Training field and often am required to ring 000 to get assistance for injured sports people Hope it works before my local AFL preseason starts again in late November Please please get it fixed,"['hi', 'there', 'had', 'this', 'app', 'for', 'several', 'years', 'nowthe', 'app', 'appearance', 'and', 'look', 'has', 'changed', 'recently', 'and', 'since', 'this', 'has', 'happened', 'the', 'app', 'will', 'not', 'open', 'on', 'my', 'android', 'phone', 'i', 'have', 'removed', 'and', 'reinstalled', 'several', 'times', 'but', 'still', 'will', 'not', 'open', 'dissapointing', 'as', 'i', 'work', 'in', 'caresports', 'training', 'field', 'and', 'often', 'am', 'required', 'to', 'ring', '000', 'to', 'get', 'assistance', 'for', 'injured', 'sports', 'people', 'hope', 'it', 'works', 'before', 'my', 'local', 'afl', 'preseason', 'starts', 'again', 'in', 'late', 'november', 'please', 'please', 'get', 'it', 'fixed']","['hi', 'app', 'several', 'years', 'nowthe', 'app', 'appearance', 'look', 'changed', 'recently', 'since', 'happened', 'app', 'open', 'android', 'phone', 'removed', 'reinstalled', 'several', 'times', 'still', 'open', 'dissapointing', 'work', 'caresports', 'training', 'field', 'often', 'required', 'ring', '000', 'get', 'assistance', 'injured', 'sports', 'people', 'hope', 'works', 'local', 'afl', 'preseason', 'starts', 'late', 'november', 'please', 'please', 'get', 'fixed']","['hi', 'app', 'sever', 'year', 'nowth', 'app', 'appear', 'look', 'chang', 'recent', 'sinc', 'happen', 'app', 'open', 'android', 'phone', 'remov', 'reinstal', 'sever', 'time', 'still', 'open', 'dissapoint', 'work', 'caresport', 'train', 'field', 'often', 'requir', 'ring', '000', 'get', 'assist', 'injur', 'sport', 'peopl', 'hope', 'work', 'local', 'afl', 'preseason', 'start', 'late', 'novemb', 'pleas', 'pleas', 'get', 'fix']","['hi', 'app', 'several', 'year', 'nowthe', 'app', 'appearance', 'look', 'changed', 'recently', 'since', 'happened', 'app', 'open', 'android', 'phone', 'removed', 'reinstalled', 'several', 'time', 'still', 'open', 'dissapointing', 'work', 'caresports', 'training', 'field', 'often', 'required', 'ring', '000', 'get', 'assistance', 'injured', 'sport', 'people', 'hope', 'work', 'local', 'afl', 'preseason', 'start', 'late', 'november', 'please', 'please', 'get', 'fixed']"
225,neutral,This App does not work!,This App does not work,"['this', 'app', 'does', 'not', 'work']","['app', 'work']","['app', 'work']","['app', 'work']"
226,neutral,I am using Android 7 and it doesn't work for me following the update to PLUS.,I am using Android 7 and it doesnt work for me following the update to PLUS,"['i', 'am', 'using', 'android', '7', 'and', 'it', 'doesnt', 'work', 'for', 'me', 'following', 'the', 'update', 'to', 'plus']","['using', 'android', '7', 'doesnt', 'work', 'following', 'update', 'plus']","['use', 'android', '7', 'doesnt', 'work', 'follow', 'updat', 'plu']","['using', 'android', '7', 'doesnt', 'work', 'following', 'update', 'plus']"
227,negative,Used to work fine but after latest update it won't open at all. I've deleted and reinstalled it to no avail.,Used to work fine but after latest update it wont open at all Ive deleted and reinstalled it to no avail,"['used', 'to', 'work', 'fine', 'but', 'after', 'latest', 'update', 'it', 'wont', 'open', 'at', 'all', 'ive', 'deleted', 'and', 'reinstalled', 'it', 'to', 'no', 'avail']","['used', 'work', 'fine', 'latest', 'update', 'wont', 'open', 'ive', 'deleted', 'reinstalled', 'avail']","['use', 'work', 'fine', 'latest', 'updat', 'wont', 'open', 'ive', 'delet', 'reinstal', 'avail']","['used', 'work', 'fine', 'latest', 'update', 'wont', 'open', 'ive', 'deleted', 'reinstalled', 'avail']"
228,negative,Latest update broken. Will not start on my Android Samsung phone crashes immediately. How do i vwt the working version baxk again?,Latest update broken Will not start on my Android Samsung phone crashes immediately How do i vwt the working version baxk again,"['latest', 'update', 'broken', 'will', 'not', 'start', 'on', 'my', 'android', 'samsung', 'phone', 'crashes', 'immediately', 'how', 'do', 'i', 'vwt', 'the', 'working', 'version', 'baxk', 'again']","['latest', 'update', 'broken', 'start', 'android', 'samsung', 'phone', 'crashes', 'immediately', 'vwt', 'working', 'version', 'baxk']","['latest', 'updat', 'broken', 'start', 'android', 'samsung', 'phone', 'crash', 'immedi', 'vwt', 'work', 'version', 'baxk']","['latest', 'update', 'broken', 'start', 'android', 'samsung', 'phone', 'crash', 'immediately', 'vwt', 'working', 'version', 'baxk']"
229,positive,Updated the app now it does not work. Uninstalled. What a joke. This app is like everything else in South Australia ..... Broken.,Updated the app now it does not work Uninstalled What a joke This app is like everything else in South Australia  Broken,"['updated', 'the', 'app', 'now', 'it', 'does', 'not', 'work', 'uninstalled', 'what', 'a', 'joke', 'this', 'app', 'is', 'like', 'everything', 'else', 'in', 'south', 'australia', 'broken']","['updated', 'app', 'work', 'uninstalled', 'joke', 'app', 'like', 'everything', 'else', 'south', 'australia', 'broken']","['updat', 'app', 'work', 'uninstal', 'joke', 'app', 'like', 'everyth', 'els', 'south', 'australia', 'broken']","['updated', 'app', 'work', 'uninstalled', 'joke', 'app', 'like', 'everything', 'else', 'south', 'australia', 'broken']"
230,positive,Have had the original app for a long time. Since the upgrade it will not open.,Have had the original app for a long time Since the upgrade it will not open,"['have', 'had', 'the', 'original', 'app', 'for', 'a', 'long', 'time', 'since', 'the', 'upgrade', 'it', 'will', 'not', 'open']","['original', 'app', 'long', 'time', 'since', 'upgrade', 'open']","['origin', 'app', 'long', 'time', 'sinc', 'upgrad', 'open']","['original', 'app', 'long', 'time', 'since', 'upgrade', 'open']"
231,positive,"It was working perfectly and I had recommended it to all my friends. But since the update, its hopeless. This used to be the best app around. Now its awful",It was working perfectly and I had recommended it to all my friends But since the update its hopeless This used to be the best app around Now its awful,"['it', 'was', 'working', 'perfectly', 'and', 'i', 'had', 'recommended', 'it', 'to', 'all', 'my', 'friends', 'but', 'since', 'the', 'update', 'its', 'hopeless', 'this', 'used', 'to', 'be', 'the', 'best', 'app', 'around', 'now', 'its', 'awful']","['working', 'perfectly', 'recommended', 'friends', 'since', 'update', 'hopeless', 'used', 'best', 'app', 'around', 'awful']","['work', 'perfectli', 'recommend', 'friend', 'sinc', 'updat', 'hopeless', 'use', 'best', 'app', 'around', 'aw']","['working', 'perfectly', 'recommended', 'friend', 'since', 'update', 'hopeless', 'used', 'best', 'app', 'around', 'awful']"
232,negative,Setting the font size bigger doesn't fit in the space provided. Should have kept previous icon.,Setting the font size bigger doesnt fit in the space provided Should have kept previous icon,"['setting', 'the', 'font', 'size', 'bigger', 'doesnt', 'fit', 'in', 'the', 'space', 'provided', 'should', 'have', 'kept', 'previous', 'icon']","['setting', 'font', 'size', 'bigger', 'doesnt', 'fit', 'space', 'provided', 'kept', 'previous', 'icon']","['set', 'font', 'size', 'bigger', 'doesnt', 'fit', 'space', 'provid', 'kept', 'previou', 'icon']","['setting', 'font', 'size', 'bigger', 'doesnt', 'fit', 'space', 'provided', 'kept', 'previous', 'icon']"
233,neutral,Doesn't work since update. Uninstalling now,Doesnt work since update Uninstalling now,"['doesnt', 'work', 'since', 'update', 'uninstalling', 'now']","['doesnt', 'work', 'since', 'update', 'uninstalling']","['doesnt', 'work', 'sinc', 'updat', 'uninstal']","['doesnt', 'work', 'since', 'update', 'uninstalling']"
234,neutral,"New Update App is crashing will not open on my Android 6 Marshmallow Phone, but works fine on latest Galaxy Tab +S7 with Android 10. Poor oversight, do you guys test these BEFORE you release?, Now I have No Emergency App on Phone...great work.",New Update App is crashing will not open on my Android 6 Marshmallow Phone but works fine on latest Galaxy Tab S7 with Android 10 Poor oversight do you guys test these BEFORE you release Now I have No Emergency App on Phonegreat work,"['new', 'update', 'app', 'is', 'crashing', 'will', 'not', 'open', 'on', 'my', 'android', '6', 'marshmallow', 'phone', 'but', 'works', 'fine', 'on', 'latest', 'galaxy', 'tab', 's7', 'with', 'android', '10', 'poor', 'oversight', 'do', 'you', 'guys', 'test', 'these', 'before', 'you', 'release', 'now', 'i', 'have', 'no', 'emergency', 'app', 'on', 'phonegreat', 'work']","['new', 'update', 'app', 'crashing', 'open', 'android', '6', 'marshmallow', 'phone', 'works', 'fine', 'latest', 'galaxy', 'tab', 's7', 'android', '10', 'poor', 'oversight', 'guys', 'test', 'release', 'emergency', 'app', 'phonegreat', 'work']","['new', 'updat', 'app', 'crash', 'open', 'android', '6', 'marshmallow', 'phone', 'work', 'fine', 'latest', 'galaxi', 'tab', 's7', 'android', '10', 'poor', 'oversight', 'guy', 'test', 'releas', 'emerg', 'app', 'phonegreat', 'work']","['new', 'update', 'app', 'crashing', 'open', 'android', '6', 'marshmallow', 'phone', 'work', 'fine', 'latest', 'galaxy', 'tab', 's7', 'android', '10', 'poor', 'oversight', 'guy', 'test', 'release', 'emergency', 'app', 'phonegreat', 'work']"
235,positive,The updated App. says it's stopped. So now it doesn't work. Never had any problems with the previous app. Please reinstate,The updated App says its stopped So now it doesnt work Never had any problems with the previous app Please reinstate,"['the', 'updated', 'app', 'says', 'its', 'stopped', 'so', 'now', 'it', 'doesnt', 'work', 'never', 'had', 'any', 'problems', 'with', 'the', 'previous', 'app', 'please', 'reinstate']","['updated', 'app', 'says', 'stopped', 'doesnt', 'work', 'never', 'problems', 'previous', 'app', 'please', 'reinstate']","['updat', 'app', 'say', 'stop', 'doesnt', 'work', 'never', 'problem', 'previou', 'app', 'pleas', 'reinstat']","['updated', 'app', 'say', 'stopped', 'doesnt', 'work', 'never', 'problem', 'previous', 'app', 'please', 'reinstate']"
236,neutral,Will not open.,Will not open,"['will', 'not', 'open']",['open'],['open'],['open']
237,negative,"App will not open, keeps closing. I've Uninstaller n reinstalled a number of times without success",App will not open keeps closing Ive Uninstaller n reinstalled a number of times without success,"['app', 'will', 'not', 'open', 'keeps', 'closing', 'ive', 'uninstaller', 'n', 'reinstalled', 'a', 'number', 'of', 'times', 'without', 'success']","['app', 'open', 'keeps', 'closing', 'ive', 'uninstaller', 'n', 'reinstalled', 'number', 'times', 'without', 'success']","['app', 'open', 'keep', 'close', 'ive', 'uninstal', 'n', 'reinstal', 'number', 'time', 'without', 'success']","['app', 'open', 'keep', 'closing', 'ive', 'uninstaller', 'n', 'reinstalled', 'number', 'time', 'without', 'success']"
238,neutral,Won't work,Wont work,"['wont', 'work']","['wont', 'work']","['wont', 'work']","['wont', 'work']"
239,negative,"Never had a problem with the old app, but the latest one won't open. Have uninstalled, reinstalled and cleared cache to no avail.",Never had a problem with the old app but the latest one wont open Have uninstalled reinstalled and cleared cache to no avail,"['never', 'had', 'a', 'problem', 'with', 'the', 'old', 'app', 'but', 'the', 'latest', 'one', 'wont', 'open', 'have', 'uninstalled', 'reinstalled', 'and', 'cleared', 'cache', 'to', 'no', 'avail']","['never', 'problem', 'old', 'app', 'latest', 'one', 'wont', 'open', 'uninstalled', 'reinstalled', 'cleared', 'cache', 'avail']","['never', 'problem', 'old', 'app', 'latest', 'one', 'wont', 'open', 'uninstal', 'reinstal', 'clear', 'cach', 'avail']","['never', 'problem', 'old', 'app', 'latest', 'one', 'wont', 'open', 'uninstalled', 'reinstalled', 'cleared', 'cache', 'avail']"
240,negative,This app does not want to open. Can't download. Android,This app does not want to open Cant download Android,"['this', 'app', 'does', 'not', 'want', 'to', 'open', 'cant', 'download', 'android']","['app', 'want', 'open', 'cant', 'download', 'android']","['app', 'want', 'open', 'cant', 'download', 'android']","['app', 'want', 'open', 'cant', 'download', 'android']"
241,positive,Can't open the app which immediately closes down. Can you please help me to fix the problem,Cant open the app which immediately closes down Can you please help me to fix the problem,"['cant', 'open', 'the', 'app', 'which', 'immediately', 'closes', 'down', 'can', 'you', 'please', 'help', 'me', 'to', 'fix', 'the', 'problem']","['cant', 'open', 'app', 'immediately', 'closes', 'please', 'help', 'fix', 'problem']","['cant', 'open', 'app', 'immedi', 'close', 'pleas', 'help', 'fix', 'problem']","['cant', 'open', 'app', 'immediately', 'close', 'please', 'help', 'fix', 'problem']"
242,neutral,since last update doesn't work with j7 galaxy,since last update doesnt work with j7 galaxy,"['since', 'last', 'update', 'doesnt', 'work', 'with', 'j7', 'galaxy']","['since', 'last', 'update', 'doesnt', 'work', 'j7', 'galaxy']","['sinc', 'last', 'updat', 'doesnt', 'work', 'j7', 'galaxi']","['since', 'last', 'update', 'doesnt', 'work', 'j7', 'galaxy']"
243,negative,Most pathetic excuse for an app. Supposed to be an emergency app. Thought you knew what you were doing. Obviously you have no idea.,Most pathetic excuse for an app Supposed to be an emergency app Thought you knew what you were doing Obviously you have no idea,"['most', 'pathetic', 'excuse', 'for', 'an', 'app', 'supposed', 'to', 'be', 'an', 'emergency', 'app', 'thought', 'you', 'knew', 'what', 'you', 'were', 'doing', 'obviously', 'you', 'have', 'no', 'idea']","['pathetic', 'excuse', 'app', 'supposed', 'emergency', 'app', 'thought', 'knew', 'obviously', 'idea']","['pathet', 'excus', 'app', 'suppos', 'emerg', 'app', 'thought', 'knew', 'obvious', 'idea']","['pathetic', 'excuse', 'app', 'supposed', 'emergency', 'app', 'thought', 'knew', 'obviously', 'idea']"
244,negative,Just down loaded the app and have noticed the app has my current location in my neighbours house (I'm actually sitting in my own lounge room) and the 3 important words that I would have to use in case of an emergency are partial covered by other information on the screen.,Just down loaded the app and have noticed the app has my current location in my neighbours house Im actually sitting in my own lounge room and the 3 important words that I would have to use in case of an emergency are partial covered by other information on the screen,"['just', 'down', 'loaded', 'the', 'app', 'and', 'have', 'noticed', 'the', 'app', 'has', 'my', 'current', 'location', 'in', 'my', 'neighbours', 'house', 'im', 'actually', 'sitting', 'in', 'my', 'own', 'lounge', 'room', 'and', 'the', '3', 'important', 'words', 'that', 'i', 'would', 'have', 'to', 'use', 'in', 'case', 'of', 'an', 'emergency', 'are', 'partial', 'covered', 'by', 'other', 'information', 'on', 'the', 'screen']","['loaded', 'app', 'noticed', 'app', 'current', 'location', 'neighbours', 'house', 'im', 'actually', 'sitting', 'lounge', 'room', '3', 'important', 'words', 'would', 'use', 'case', 'emergency', 'partial', 'covered', 'information', 'screen']","['load', 'app', 'notic', 'app', 'current', 'locat', 'neighbour', 'hous', 'im', 'actual', 'sit', 'loung', 'room', '3', 'import', 'word', 'would', 'use', 'case', 'emerg', 'partial', 'cover', 'inform', 'screen']","['loaded', 'app', 'noticed', 'app', 'current', 'location', 'neighbour', 'house', 'im', 'actually', 'sitting', 'lounge', 'room', '3', 'important', 'word', 'would', 'use', 'case', 'emergency', 'partial', 'covered', 'information', 'screen']"
245,positive,You would think if they were going to relaunch this app they would make sure it didn't keep crashing when trying to open.,You would think if they were going to relaunch this app they would make sure it didnt keep crashing when trying to open,"['you', 'would', 'think', 'if', 'they', 'were', 'going', 'to', 'relaunch', 'this', 'app', 'they', 'would', 'make', 'sure', 'it', 'didnt', 'keep', 'crashing', 'when', 'trying', 'to', 'open']","['would', 'think', 'going', 'relaunch', 'app', 'would', 'make', 'sure', 'didnt', 'keep', 'crashing', 'trying', 'open']","['would', 'think', 'go', 'relaunch', 'app', 'would', 'make', 'sure', 'didnt', 'keep', 'crash', 'tri', 'open']","['would', 'think', 'going', 'relaunch', 'app', 'would', 'make', 'sure', 'didnt', 'keep', 'crashing', 'trying', 'open']"
246,neutral,Crashes immediately.,Crashes immediately,"['crashes', 'immediately']","['crashes', 'immediately']","['crash', 'immedi']","['crash', 'immediately']"
247,negative,Won't work on Samsung s7 . Constantly says stopped. Not sure if linked but I do have the covid app constantly running,Wont work on Samsung s7  Constantly says stopped Not sure if linked but I do have the covid app constantly running,"['wont', 'work', 'on', 'samsung', 's7', 'constantly', 'says', 'stopped', 'not', 'sure', 'if', 'linked', 'but', 'i', 'do', 'have', 'the', 'covid', 'app', 'constantly', 'running']","['wont', 'work', 'samsung', 's7', 'constantly', 'says', 'stopped', 'sure', 'linked', 'covid', 'app', 'constantly', 'running']","['wont', 'work', 'samsung', 's7', 'constantli', 'say', 'stop', 'sure', 'link', 'covid', 'app', 'constantli', 'run']","['wont', 'work', 'samsung', 's7', 'constantly', 'say', 'stopped', 'sure', 'linked', 'covid', 'app', 'constantly', 'running']"
248,positive,Looks good with the upgrade,Looks good with the upgrade,"['looks', 'good', 'with', 'the', 'upgrade']","['looks', 'good', 'upgrade']","['look', 'good', 'upgrad']","['look', 'good', 'upgrade']"
249,positive,Great app,Great app,"['great', 'app']","['great', 'app']","['great', 'app']","['great', 'app']"
250,negative,Will not open on my Samsung Android? It keeps showing as closing. I have deleted it and resubmitted but still no go.,Will not open on my Samsung Android It keeps showing as closing I have deleted it and resubmitted but still no go,"['will', 'not', 'open', 'on', 'my', 'samsung', 'android', 'it', 'keeps', 'showing', 'as', 'closing', 'i', 'have', 'deleted', 'it', 'and', 'resubmitted', 'but', 'still', 'no', 'go']","['open', 'samsung', 'android', 'keeps', 'showing', 'closing', 'deleted', 'resubmitted', 'still', 'go']","['open', 'samsung', 'android', 'keep', 'show', 'close', 'delet', 'resubmit', 'still', 'go']","['open', 'samsung', 'android', 'keep', 'showing', 'closing', 'deleted', 'resubmitted', 'still', 'go']"
251,positive,Doesn't open. Disappointing,Doesnt open Disappointing,"['doesnt', 'open', 'disappointing']","['doesnt', 'open', 'disappointing']","['doesnt', 'open', 'disappoint']","['doesnt', 'open', 'disappointing']"
252,positive,"Great concept of the 3 words location, and has all of the important emergency numbers and instructions",Great concept of the 3 words location and has all of the important emergency numbers and instructions,"['great', 'concept', 'of', 'the', '3', 'words', 'location', 'and', 'has', 'all', 'of', 'the', 'important', 'emergency', 'numbers', 'and', 'instructions']","['great', 'concept', '3', 'words', 'location', 'important', 'emergency', 'numbers', 'instructions']","['great', 'concept', '3', 'word', 'locat', 'import', 'emerg', 'number', 'instruct']","['great', 'concept', '3', 'word', 'location', 'important', 'emergency', 'number', 'instruction']"
253,neutral,Does not open,Does not open,"['does', 'not', 'open']",['open'],['open'],['open']
254,positive,Was good. Now crashes,Was good Now crashes,"['was', 'good', 'now', 'crashes']","['good', 'crashes']","['good', 'crash']","['good', 'crash']"
255,negative,"It's showing the wrong ðŸ  house, we're nextdoor",Its showing the wrong ðŸ  house were nextdoor,"['its', 'showing', 'the', 'wrong', 'ðÿ', 'house', 'were', 'nextdoor']","['showing', 'wrong', 'ðÿ', 'house', 'nextdoor']","['show', 'wrong', 'ðÿ', 'hous', 'nextdoor']","['showing', 'wrong', 'ðÿ', 'house', 'nextdoor']"
256,positive,Won't open. App stopped,Wont open App stopped,"['wont', 'open', 'app', 'stopped']","['wont', 'open', 'app', 'stopped']","['wont', 'open', 'app', 'stop']","['wont', 'open', 'app', 'stopped']"
257,neutral,Crashes on startup since last update,Crashes on startup since last update,"['crashes', 'on', 'startup', 'since', 'last', 'update']","['crashes', 'startup', 'since', 'last', 'update']","['crash', 'startup', 'sinc', 'last', 'updat']","['crash', 'startup', 'since', 'last', 'update']"
258,positive,It's a great idea I have samsung 9 the app was working but suddenly stopped and i have tried closing app reloading app and turning phone off and restarting it.,Its a great idea I have samsung 9 the app was working but suddenly stopped and i have tried closing app reloading app and turning phone off and restarting it,"['its', 'a', 'great', 'idea', 'i', 'have', 'samsung', '9', 'the', 'app', 'was', 'working', 'but', 'suddenly', 'stopped', 'and', 'i', 'have', 'tried', 'closing', 'app', 'reloading', 'app', 'and', 'turning', 'phone', 'off', 'and', 'restarting', 'it']","['great', 'idea', 'samsung', '9', 'app', 'working', 'suddenly', 'stopped', 'tried', 'closing', 'app', 'reloading', 'app', 'turning', 'phone', 'restarting']","['great', 'idea', 'samsung', '9', 'app', 'work', 'suddenli', 'stop', 'tri', 'close', 'app', 'reload', 'app', 'turn', 'phone', 'restart']","['great', 'idea', 'samsung', '9', 'app', 'working', 'suddenly', 'stopped', 'tried', 'closing', 'app', 'reloading', 'app', 'turning', 'phone', 'restarting']"
259,positive,This a great App. The App has stopped working. With last update. Iam using a samsung A5.,This a great App The App has stopped working With last update Iam using a samsung A5,"['this', 'a', 'great', 'app', 'the', 'app', 'has', 'stopped', 'working', 'with', 'last', 'update', 'iam', 'using', 'a', 'samsung', 'a5']","['great', 'app', 'app', 'stopped', 'working', 'last', 'update', 'iam', 'using', 'samsung', 'a5']","['great', 'app', 'app', 'stop', 'work', 'last', 'updat', 'iam', 'use', 'samsung', 'a5']","['great', 'app', 'app', 'stopped', 'working', 'last', 'update', 'iam', 'using', 'samsung', 'a5']"
