positive,"Not that I have used the App yet, not that I hope to use it either, but being a TC my company has recommended all staff to have access to it in case it is needed. In reading previous comments about the size of the GPS Co - Ords #'s, and being to small to read with out glasses access, I have found that if you tap the Red box the Address & Co-Ords are written in it does Enlarge the Text. When I discovered this the numbers went from illegible to legible without my glasses on."
positive,Use the app to find various location. Works extremely well and really accurate.
positive,It's basic but that's perfect
positive,Live this app very helpful when in emergencies
positive,Easy to use and accurate.
positive,GPS coordinates can take precious time to read out and are prone to miscommunication. What3words may be better in some circumstances.
positive,Excellent
neutral,Content âœŒï¸âœŒï¸âœŒï¸âœŒï¸
positive,Awesome
positive,"Neil's comment (20th April 2020) is 100% correct. I have the app and give it 5 stars... but... a newer app does so MUCH MORE!!! Check out 'What3Words'. It has so many more uses and is used by millions of people since it was launched in 2013. ie; Locating friends in crowds at a football match or rock concert (not much use right now but will be when COV-19 is under control), quickly finding a business in large industrial complexes; finding a friend's camping spot off the beaten track. Sure, you can use GPS co-ordinates, but three words are so much easier to enter and remember than a string of numbers.Try it."
positive,"Would like to see integration of the what3words location protocol, for the stressed, elderly or vision impaired reading out the lat & long is a big ask."
neutral,LIFE SAVER IN EMERGENCYS.
positive,It's good to call emergency people
positive,I like the idea of this app but the location coordinates are very rarely accurate so it doesn't really serve its purpose for me.
positive,Easy and simple to use.
positive,"Excellent service, app great resource."
positive,"Excellent - but needs one tweak. This app should be preloaded on every Aussie mobile device, for its ability to quickly provide an accurate location to emergency services. However, it would be much improved for rural and highway use by adding an approximate distance and bearing from the nearest town, as the lat/long may be too complex and the highway name and 'suburb' not specific enough for some users and/or agencies."
positive,"Excellent, Didn't have to used so far during Bushfire"
negative,When address show up while I am at home the app shows the wrong address and as such emergency vehicles would not find me - my home address 5 Demijohn crt Huntly address show on the app 6 Lakeview crt Huntly Vic - Lat -36.67637 Long 144.33854
positive,"Perfect app for its purpose: something to contact help in the event of an emergency. No frills; it opens up quickly and silently every single time, and provides location data as soon as possible, including GPS coordinates and address. Important contacts are listed clearly, there are no little buttons or menus to mess around with. The design of the app is clean and simple. The designers of this app understand what needs it must fulfill. A must have, in case of emergencies."
positive,Benefits (my safety) outways the long terms and conditions that you need to agree too I hope.
positive,"While a good idea, I can see room for improvement. e.g. Imagine the situation where a caller can't read the screen (too young, lost eyeglasses, degraded vision, etc). An option for the app to speak would be good. To say your location out loud, to speak CPR instructions if you have no reception to call 000, etc"
neutral,Everyone should have this app on their mobiles. You never know when you'll need it.
neutral,Hundred percent nessesary
positive,Great app easy to use
positive,Good
positive,Really handy for helping your self and I'm in cadets so it's really useful if you see some one who is injured
positive,"A must have free ""000 location"" app within Australia for all."
positive,Has all the emergency services and is easy to locate them in the app. Hope I don't have to use it.
negative,Good idea but very bad app. Locks up the phone and then had a system ui crash
positive,"Great start but plenty of room for functional improvement as demonstrared in various other reviews. Be aware that if your 'location' function is turnred off this app will not over ride and turn it on. This would be an important upgrade, as would-be making the app accessible without the need to login. Also, a button is used to call 000 in one touch. It's accompanied by several other buttons. Perhaps it would be faster if 3 buttons were available for 000. This should expedite the call."
neutral,Everyone needs to download this
neutral,The address is incorrect how can I fix it
neutral,How about some numbers for specialist mental health services and animal emergencies?
negative,Terrible terrible terms of use.
neutral,Works exactly as described.
neutral,Only usefull if u have Data on ur phone and a phone signal. I live in Australia and beleave me there are plenty of places where u cant get a phone signal. This will never work in outback australia.
neutral,At the moment I've had none
positive,I like the GPS feature
positive,Great simple to use app that transmits basic information. Would be great if you could add essential health data or something like that if required.
positive,Good
positive,Could you please add a CPR resuscitation box. Thanks..
positive,The Best App
positive,Invaluable. Thank you.
negative,"I would like to use this app but I cannot agree to the licence agreement which includes an onerous indemnification clause. Licence says ""You indemnify FRNSW against all liability, loss, damage or injury suffered by any person, organisation, or entity in connection with the use of Content or the Licensed Application"" This means that if FRNSW has to pay compensation to ANYONE after they have used this app that I will foot the bill!"
positive,Brilliant App. Thank you for inventing this one.
positive,Good app. Handy if you don't know exactly where you are. Suggestion though: please increase the font size on the location coordinates and address. It's impossible for me to read them without my glasses. :-)
positive,Nothing to say as I just open this app - I hope I don't need to use it however I hope I will be happy with it when necessary ðŸ‘Œ thanks
positive,Contact emergency services reliably easily sharing your location
positive,"Outstanding app, so helpful when it comes to calling for emergency help"
positive,Great
positive,IT SEEMS CAPABLE OF FINDING YOU WITHING A METRE. YOU WILL HAVE HELP SO FAST THANKS GUYS I FEEL SAFER AFTER HAVING HEART ATTACKS AND SERIOUS HEALTH PROBLEMS. XO THANKYOU.
positive,Great app for elderly people
positive,"Done My First Aid Course An My Instructor Chris Has Showed The Class This App An So We All Are So Happy With The Info An Life Saving Options It Has, An You Dont Even Need Internet Data To Access Its Good Deeds"
neutral,Must have app if you live in Australia!
positive,Paul Dillon said its good so therefore its good
positive,Love it
neutral,Had to use this app interface works spot on
negative,"PUBLIC AND FRNSW PLEASE READ ALL OF THIS.Whoever is in responsible for public awareness of this app SHOULD BE SACKED. Less than 2 days ago there was a father and daughter lost in deep snow near Thredbo. This opportunity, and many others in the past, must be seized upon and the media used to educate and reinforce the need for all persons to have this app on their phone and to know how to use it. I have used app before, as a Police Radio Dispatcher. 5 teenage girls were lost in bushland in winter at night. Police had been searching for them for some time but the girls didn't know where they were and a triangulation from there phone only showed a rough area. The supervisor was about to call in a helicopter to assist in the search. I called back the young girl's phone and asked if she had the Emergency+ app on her phone. She didn't but she did have internet connection so I was able to talk her through the download. Within minutes I had her location PINPOINTED through the lat/long coordinates. Using mapping we were able to walk the girls to a close by track whilst coordinating Police to walk in from the nearest road. This is just one of many stories about this app. IT SAVES LIVES!!"
neutral,My hubby needs this app for work but cant seem to find it on his phone but got it on mine. We are old skool. His is a S4 and im a S5.
positive,Great App everyone should hav ere it on their phone
negative,Not very useful. it needs to contain basic CPR details. Perhaps even a beeping sound to synchronise your chest compressions
positive,Would be even better if it automatically sent location
positive,This app is basicly needed on all phones. great tracking and shown phone numbers for any emergency.
positive,Brilliant app just hope i don't have to use it
negative,tried to call 000 with it hangs up straight away not a good app
negative,great APP but haven't tested it out yet in the bush were there is no phone reception they say it will still work who knows..
positive,Great app to save livws in the elderly especially..
positive,Great! Makes me feel safer.
negative,"This app is useless. I live in regional Victoria & the address it is showing is not where I am. It is showing the same town, but not exactly where I am. How am I meant to use it if it can't even show me the correct details??"
negative,not helpful your phone give you all this info already I downloaded it then delete it
negative,Needs text for those with breathing difficulties.
positive,COOL
negative,"not good, has very limited features, use google instead"
neutral,awsome
negative,"The app displays location coordinates, but so does any gps app. It still requires the user to be able to read out the numbers. The poor accuracy reported by some users is probably the inevitable result of using it indoors."
negative,when you ring the emergency service your location disappears How can you tell them your location. Useless untill fixed In an emergency you more than likely will only have enough time to dial the emergency number shown on the app Not a great time to be trying to access the app showing location when you are in a call
positive,great app
negative,i has everything i need in an emergency
neutral,An essential app. Just in case
positive,great program
positive,please allow copy paste of latitude and longitude
positive,what a fantastic app to have in case you need someone. I can be anywhere in the house and collapse with my condition and no one will ever know. I keep my phone close to my wheelchair in a pocket my Wife made for me and it gives me a little peace of mind that this app is available without much effort. I think that is the most important thing a app you can push without to much effort for Emergency situations!
positive,everyone should download this app it's excellent
neutral,Every mobile phone should have this app. Just in case!!!
neutral,posted
positive,easy to use and a great tool
negative,"needs a mental health call line, other than that its an easy to use app, gives you your exact coodinates and your address if available, plus numbers for services like SES, police help line and all that similar stuff, but a suicide hotline is thr only thing missing and its a pretty major need"
positive,fits my needs perfectly
positive,Would be better if you could add additional information like medication used and who to contact incase of emergency also if this app can be accessed while phone is locked.
neutral,This App should be on everyone's phone.
negative,This app is useless because the coordinates are wrong up to 5km out which is no good for emergency services. When I ring the ambulance service they pin point my location immediately.
positive,great
negative,having no phone reception this app was great to have but IT DISPLAYS WRONG NUMBER ON LOCATION. this makes this app useless to me and there are no options of MANUALLY INPUT FOR EXACT ADDRESS. This feature is totally necessary for this application.
positive,best app for emergencies. 10 out of 10.
positive,"When I installed the app on opening it, it had a box with "" I AGREE"" , but nothing saying what i agree to! Would be like writing a blank cheque."
positive,Seems a good app. Only issue is that it doesn't show GPS coordinates.
negative,"What a great idea. I personally never know where the hell I am, to have the exact street name and number available is so simple it's gold. thankyou!"
positive,great app but does not give major cross Street which is first question 000 ask
positive,excellent accuracy
positive,how could this app be usefull when GPS has my location 5 klm away. thats not good. would be useful if i can put my own address in the location too.
positive,This app was extremely useful in a breakdown on the M1 to describe our exact location
positive,install and hope you never have to use it.
negative,"it's a piece of mind to have gps coordinates in case of emergency while camping. not sure if its possible, but I think this app could me more valuable if you were able to access it from a locked phone and therefore if something was to happen to me, my family or friends would have access to it. also maybe if it could be linked to rural fire service for fire danger announcements and fire danger ratings"
neutral,n..lm i22 mb
positive,"1/5 stars, not because it doesn't work, but because it needs Google play services... Seriously!?!"
positive,Great app for emergencies!
negative,"Location accuracy is the problem of the network, not the app as i discovered when on phone to police they tried to tell me i was in West Swan about 4 ks from my actual location. Got off the phone and went straight to google maps and still 3 streets away from my actual location. Who do you blame, the carrier, the app maker or just our network. GPS coordinates may also be wrong if the map is wrong"
positive,"This app was recommended to me by a friend. Hopefully I never have to use it, but if I do, it looks like it will be incredibly beneficial. Thank you."
positive,"Great app. Suggestions: a share button next to your coordinates. A duress alarm. An internet based call lodgment, often I have internet and/or sms ability when I can't make a call."
positive,"It needs a more modern look and needs a more advanced system such as having an ambulance see your location automatically, along with other stuff."
neutral,Does this work in Western Australia?
positive,Great app but needs setting to be shown on lock screen.
positive,I absolutely love this app. Super helpful and effective
positive,Quick and easy however it would be good if there was a way to copy your gps coords and address to clipboard so they can be sent as a txt to someone. If you are in an area with poor reception you can sometimes send a txt even if calls are not able to be made.
neutral,Is there a way of putting in our correct address? Mine is showin in units behind me. Not even in correct street.
positive,"This app seems great. The fact it has numbers for other help such as crime stoppers and poison hotline and the line for people who are deaf or speech impaired is fantastic. The only thing I would suggest is a line such as access line, or beyondblue as such lines have proved very life saving for my family including getting someone into the ambulance at a critical time. I have one question that for obvious reasons I don't want to try but the numbers attached in this app do they register and begin a phone call when pressed?"
positive,Hope I never need it. Well done. A nice-to-have might be a CPR metronome.
positive,Looks good. Haven't needed to use it yet but keep it on starting screen just in case.
positive,Really impressed by the news that a bushwalking grand father got saved from a deadly snakebite . Downloaded the app and found that it's the simplest intelligent app I had everseen simple and straight forward.. the app is enabled with geotagging...
positive,Great app
positive,"I think it would be more useful if additional buttons could be added by the user. For example wildlide rescue, nrma etc as having location coordinates at these times may also assist."
negative,"Emergency+ is ok but could do more - could have an In Emergency mode, auto 
send SMS with name, location to 106, etc."
neutral,Everyone should have this app My by
positive,"This app put my work location on the road behind it and on a hill. At home 
is says I'm at my neighbours, there's a fair gasp between us"
positive,Very very good
positive,Needs lifeline number. Otherwise great
negative,"So the one main use of this app is its GPS locator, which tried to convince 
me it had received a signal accurate to six metres, six seconds ago, while 
I was at a location two full houses away from there. This is dangerously 
misleading and bad coding considering the actual embedded Google map was 
showing my correct location but your app's terrible API was completely 
failing to translate it into an accurate reading."
positive,"Not relevant to Victoria. Once the GPS locates you in Victoria it still 
calls the NSW police number. Also, in Victoria we call 000 for SES 
emergencies such as road rescue, or rope rescue, not the other number the 
app automatically calls. Unsure about the need for this app other than to 
show your location, which Google maps does?"
negative,"The only problem with this app is there is no button to use for silent 
assistance. I've needed assistance before but couldn't talk as my abuser 
was right there beside me. There should be an option for someone to use in 
a similar situation."
negative,"Had to remove this app as it was sending random emergency messages and 
distressing my family. IT STILL SENDS EMERGENCY MESSAGES even though app 
has been removed! I have restarted phone etc and it is still doing it. This 
is very distressing for my family and needs to be fixed immediately!"
positive,"Just used for the first time was able to accurately inform police of the 
location I was calling from. I forgot you can open the app and call 
directly from it. Definitely keeping this one."
positive,Very useful App.
positive,"This is great so useful for my work and everyday life. Im trying to find 
one that provided the location of a AED nearby in NSW i have found plenty 
for everywhere else. Maybe it can be added to this app that wouod be useful."
neutral,A life saving app
positive,"Your app just sent me a ""thank you for using the app"" message at 6:30 AM. I didn't appreciate that at all.  Thanks for the quick response. Yours is the only emergency app I have on my phone. As far as the app goes it is very good.  I cannot find the records of the incoming message on my phone. I received a second one around 9am. If I get another I will try to check its provenance. John"
positive,"Good app, needs to have 112 dialer for australian mobile. Then it would be a great app"
positive,"App is clear and easy to use. I have it installed with widget on my home page. Can you tell me how to get it onto my Lock Screen, where I just have an ICE contact message.  I use a Nexus6P phone."
negative,"Cancel button is ignored/ has no effect if Location is disabled or Airplane mode is enabled. Of course for the app to work both of these must be set correctly, but still it's a bug if just testing the app."
positive,Fantastic app. May save lives. Everyone should have it.
positive,"Luckily, I've never needed to use this but it should have a widget."
negative,Great concept. But I live in a regional area and found GPS suburb and address dramatically wrong. No ability to enter correct details. No ability to type landmarks. Useless to me in an emergency.
neutral,Simply essential...
positive,Great idea but lacks silent reporting! For example when a person is in danger and can't talk for personal safety reasons. I would be happy with registration system which could identify me and my location on a button click.
positive,"Would be great if it got the location right, such an important app need high accuracy needs,more work and would be fantastic"
negative,"I've installed this app twice, three years apart, and both times uninstalled it again as soon as I look at where it says I am. The gps positioning is fairly accurate, but the street address it converts that to is wrong. There are 3 vacant blocks between me and the next house, and the street number it gives is the middle one of the three. Sorry, Emergency+, but that's just not good enough. I want police to come straight to my door, not to think the fracas was on vacant land and must have resolved itself because there's no-one there now."
positive,Unable to start the app... I will keep sending reports untill hopefully there will be an update.
positive,Good
negative,Ok. Add the fire service or an option to add local hospital or doctors number.
negative,Ass
negative,"The app cannot identify my location, makes it fairly useless."
positive,"Good concept. Would be good if you could quickly share your location via one of your installed messaging apps e.g. Facebook Messenger, WhatsApp, SMS rather than having to read these small numbers out with a chance of error I would assume. You could then send the coordinates to a friend and you could even have pre-written messages with low, medium, urgent and life threatening levels telling them to pass it onto another authority. Basically you could get that message to someone in seconds rather than making an error prone phone call. Also messaging can sometimes get through where phone calls will not. It should also send your phone number in the message so you can be reached."
negative,Great idea. But entry to our property is on a completley different road. Google maps give us the correct address. Why cant this. Its says our entry is almost 700metres up the road. As a emergency worker in a bad situation this could be difficult getting to someone quickly.
positive,Being a mobile app it would be better to use 112 then 000 ? My understanding is 000 uses your own mobile carrier where 112 uses the strongest carrier signal regardless of who your carrier is!
neutral,"Needs to have lock screen access, otherwise whats the point?"
positive,"Great concept. Keep developing though. Needs a refresh button for My Location; sometimes this is highly accurate, other times it is showing where I was an hour ago. Add other features like In Case of Emergency (ICE) call ... . What details the 000 operator needs (e.g. nearest cross-street). Etc. Then more people will download it."
positive,I work in helicopter emergency services. It would also be very useful if the app also had the position in degrees and minutes or degrees minutes seconds
positive,Awesome
negative,This app is dangerous. It gives the wrong address. Do not rely on location data. I am in a queensland city and it gives completely the wrong street.
negative,Needs SMS Alert button for Emergency Contact with GPS positioning attached.
negative,I don't like the way it does an estimated location up to 3.5 km. That is still a massive area to cover if it is housing or bushland or even ocean!
positive,Great app. Would have come in very handy in a recent incident I experienced where I had to call emergency while in shock and I had lost my reading glasses in the incident. The only suggestion I'd make is for the address and GPS coordinates to be a bit bigger to make them easier to read without glasses for those of us who need them.
positive,"This is a fantastic app. However, since the last update it no longer shows the actual address"
positive,Greatest idea! Love this app
negative,"Great App. Worked well on my HTC, however since changing to Samsung Galaxy S5, the physical address is no longer visible. Co-ordinates are still visible, but difficult to remember in an emergency event. Still shows as updating address."
positive,Fantastic app!!! Highly recommend downloading. It would be great though if it also gave you the nearest cross street to the location as this is a common question the emergency operators ask.
negative,No longer showing physical address which is disappointing.
negative,"Just installed it and my location address popped up as being 12 houses away, not much confidence in life threatening situations being felt..."
positive,"Great app for emergency. Gives your location and has hot button for ""triple zero"" & SES"
positive,We've had two emergencies since downloading this app. It is fabulous to not scramble for the police info line or a location. This is a must have app for all. Works perfectly.
positive,Great
neutral,A must have app for all
negative,It would be nice to add the national poisons hotline number.
positive,Awesome
positive,Great app. Would that bit better if the information was further refined based on the state you are located in
positive,Good to have.
negative,Handy app to have when travlling if you need to give address details to emergency serves
positive,App crashes on first use. Looks like it's a race condition with asking for location permission. App could probably be used smarter with the dispatcher systems to give better information to operators quicker
neutral,If i could rate a zero i would
neutral,Keeps crashing all the time
positive,Cant get it to load up. Crashes every single time. Wish is would work. My phone is a samung galaxy 6 edge on Nuget OS.
positive,Great idea for an app I hope to never need. Ine feature that would be cool would be to have a function that silently alerts emergency services as to your location when it would be unsafe for the caller to talk in certain circumstances (like being held as a hostage or when talking would alert the aggressor).
positive,App Crashes when you try and make a call. Great concept but needs better execution
positive,The app maybe good but i think that would be about it.
negative,"Bit worrisome that this app crashes as soon as it is launched. (Samsung Galaxy S7, Nougat 7.0, telstra network)"
positive,Great idea but needs to have ability to have one click to turn on location services. I downloaded to help my young kids but they can't read the instructions to turn that functionality ok.
negative,Disappointed that it won't work on my phone I keep getting an error message. It would be a fantastic app to have in an emergency if it worked
neutral,Didn't open !
negative,Good but there are other apps out there (not aussie unfortunately) that do the same but include emergency medical information. Sos messaging to emergency contacts with gps position. Seach for local medical facilitys. All this in the one app for arround $2. If this app did all that i would use it.
positive,Would be great if it worked
positive,"I cant open the app. As soon as i try to open this app a message pops ups saying ""screen overlay detected. Please turn off in settings&gt;apps"" i tryed to turn off screen overlay, however my phone has no setting to turn ""screen overlay"" off. Please fix"
neutral,Every age needs it
negative,"App provides GPS coordinates but no address details. No street name or nearest cross street, just ""Lake Macquarie"" which is a huge area."
positive,Great idea
positive,Fantastic concept especially if you have young kids. Recommend it for everyone
negative,Unfortunately the app won't open. Just keeps saying the usual android phrase. Unfortunately emergency + has stopped working.
positive,Great
positive,Great application.         Recommend it at every warden training session. Should be a standard on all new phones in place of most of the crap pre-installed. Great that Poisons info & National Crime numbers now added. Spot on guys!
positive,A must have app for everyone. I love it and wouldn't be without it.
neutral,The google map is working again...great
positive,Highly recommended to everyone.
positive,All emergency services at your fingertips. Excellent
negative,"App is unstable. Stopped on install and then intermittently throughout setup - tried uninstalling and reinstalling, but continued to happen. Shoes GPS coordinates but no Google map."
positive,Very good app and although I have never had to use it it's a great thing to have in case of an Emergency.
negative,"A completely useless app that was just a waste of storage on my phone. I can't imagine how much it must have cost to make this app but however much it was, it was a complete waste of money. Surely the government can find better things to fund rather than an app with a big button to ""call 000 in an emergency."" Kindergarten kids are taught the number so I fail to see the point in creating an app to tell their parents what to dial in an emergency..."
positive,As a emergency service worker I find this app great it gives me my GPS cords and that's really important
neutral,Indispensable
positive,I installed this app expecting never to need to use it in the city areas but I was injured on a street I didn't know and I was able to give the 000 operator the address and longitude and latitude numbers and they found me. So happy this app exists.
negative,"Updated and map now blank. Tried uninstalling and reinstalling, restarting phone ... but still no map."
positive,Best app of all and most important one
neutral,Firefighter
negative,"App works EXACTLY AS DESCRIBED, if you take the time to read the t's&c's you'll notice the disclaimer on exact positioning. You'll probably also notice that same disclaimer on anything that provides a gps location, as there are many different variables that affect that tech, for example, solar flares completely fk it up. For anyone saying the address isn't perfect, you wont get the ambos directly there anyway, in any case you send someone out to the road to direct them. Use your common sense people."
negative,"This app will get ambulance, police & fire services to the scene of an emergency without delay."
positive,A fantastic tool to give you all the details you need in an emergency when you're own head might be all mixed up.
positive,Google location is too inaccurate for use. Otherwise good app.
positive,I would like to see a section we could add our meds alliges and next of kin phone numbers
negative,"Had to use this app today. Couldn't find street signs and Google maps was too slow, so gave location to operator using latitude and longitude from Emergency+. Worked very well."
neutral,Not accurate
positive,Easy to see & use
neutral,As seen on tv
positive,My address shown on the app always matches the current address I am at. Very useful and I use this app on both ios and Android devices.
positive,Great idea. Suggest update in order to make available from lock screen. Then 5 stars
negative,First- if you are reading all the bad reviews about the gps location- that is because of the device NOT THE APP!!! Great innovation and its only going to get better!!!
negative,"Those who complain about the GPS locations being wrong you obviously didn't read the Terms and conditions regarding the application. '(iii) the availability and accuracy of GPS information is subject to limitations arising due to availability of signals, the relevant mobile device, location and geography' Stop balling the developers."
negative,"It's way off on my address, so if something happens while I'm at home I'll ring and say ""these are the gps coordinates, but they are wrong, hopefully you'll find me before it's too late"". Please fix as the gps should be dead right, not telling me I live at my neighbours over the back fence or in the street beside me. Hate for something to happen and emergency services break down someone elses door.."
negative,Sadly it doesn't work with my Ideos running Android 2.2. Emergency button app does but it does not have the phone number or web address to send address or GPS data to.
positive,Thanks
positive,"Location is off. Would be good if you could reposition it on the map, to make it more accurate, when needed."
positive,"Excellent, all the information you need in one place."
negative,Gave the wrong address straight away and wouldn't let me change it
negative,In case of accident app shows your GPS coordinates and all emergency phone numbers. In a Emergency the time you save could be the difference between life and death
positive,This has helped me respond really well to medical emergencies
positive,A welcome initiative.
positive,My dad was the main person to make this and drive it forward. He had the vision to help others. This means that rescue time is cut down and your chance of survival increases
negative,Travelling in caravan and used when drugged person tried entering van and did adjoining van. Was able to provide detailed info for area to local police to assist in location and apprehension of villian
negative,After installing I noticed my battery dropping 5% overnight for no apparent reasons. After uninstalling this my battery usage went back to normal.
positive,Great app. I also think another useful contact to include would be poison information. Hope I never have to use it!
positive,Uninstalled when it wanted me to agree to a wall of text that would take hours to read and a law degree to understand
neutral,Tell dispatch the longitude and latitude coordinates of your position NOT your location as it will not be 100% accurate
positive,Helpful
positive,Lifesaver
neutral,Teacher
neutral,Has me living in a street off my actual street which doesnt exist. How does that even happen?
positive,Looks like a great app however iam in a new estate and maps not the latest. Sent email hopefully fixed soon.
neutral,For Australia
negative,Emergency
neutral,What you should have
neutral,I was able to quickly get an ambulance and tell them exactly where to come.. This app helped someone this week.
positive,"Definitely worth having, but needs some refinement. NSW 000 dispatchers were unable to get an Ambulance directly to an off-road location in Sydney Olympic Park in Jan 2016.. The dispatcher reported their maps do not show the off-road walkways and cycle paths that are clearly available on the app, and googlemaps and openstreetmaps. Or did he transcribe the coordinates incorrectly ? It appeared the dispatcher was not looking at the same map as we could see on the app. It would vastly improve communication if the application were able to upload the coordinates to the 000 dispatchers via an internet or SMS link. It would also be a very useful extension if the application could share the coordinates via SMS or internet links to Council or National Park Rangers etc.,. who may need to unlock gates for ambulance and police to reach incident sites."
positive,Great app
negative,"Brings up correct position on map but lists the wrong adress. States im 10 houses away, around the corner and opposite side of the road! Im a rescue volunteer, these errors cost time and lives!"
positive,As a SES member I find it useful most of the time
negative,"It's a strange concept to download a app hoping to never need it, good on you developers for making this app"
positive,Very useful with all relevant information.
negative,Putty Rd is notorious for 2 things. Limited phone coverage and motorcycle accidents. This app helped to save a mates life last weekend
negative,Great app but will not give my correct address how can I change my house number and unit number these are new unit block 10 months old.
neutral,Wont download on my Samsung galaxy core?
positive,Awesome idea for an app. Very easy to use in emergency situations and non emergencys alike.
positive,had the care flight chopper land on our farm west of kingaroy... this app allowed the aircrew to find our property with pinpoint accuracy!
positive,"I've used this app in the bush with a single car roll-over and three young people, one heavily pregnant. Coordinates are the best way to direct help to any location! Thank you!"
neutral,Wildly swinging between 2 street names and numbers also the current name of street has been changed about 4 yrs ago Im in a c v park
positive,Excellent App credit to NSW Services
positive,"Used it a few times now, the only thing id like to see is the address your at displayed, while on the call to 000"
positive,Very useful
positive,Throughly love and always recommend... Hope I never need to use it yet its there just in case... ðŸ˜ƒðŸ‘ðŸ’“ðŸ’•ðŸ’žðŸ’ðŸ’–ðŸ’™
negative,When I tried to install it came up with failed error 194 not much help if I don't know what that is
positive,Safety
positive,"This app has Police, Fire, Ambulance and SES. One thing that would be good to include, is Rescue. I am a NSW Rescue Operator and for people to have the option to contact Rescue, we could be responded a lot faster and have reliable details and locations provided by the app. Just a suggestion. Otherwise terrific app!"
positive,Very pleased to find this available
positive,I like this app. Soo helpful
positive,I love this as a concept but at home it lists my location as across the road and 5 houses down! Would still be useful for outdoor / road based emergencies though.
positive,Sounds like a great idea
neutral,Don't want to have to use it but this is an app that should be on all mobiles when you start them up. As a person who does long drives this is a must.
neutral,This is a much needed application when you have a family member with a serious illness. Thanks
positive,Brilliant. Takes the guess work out of trying to find out what the closest cross street is or where you actually are.
positive,I read about the app in the Take 5 magazine and downloaded it straight away. I have also told my daughters 20 & 18 to download it as well
neutral,0
negative,"Address was close, but wrong (only has to be out by one house number, to end badly!). Given the serious nature of this app, close enough, isn't good enough- people's lives are at stake! If Google earth can get my address right, surely this app should be able to, as well!"
negative,"On an Xiaomi Redmi Note 1S, and on some other phones which are imported, Emergency+ isn't able to translate the GPS coordinates into a street address. The GPS coordinates are fast and accurate (within 10m or so), but the address part of the front screen is not filled in. Perhaps there is some API call that is required for it to work that is not available? On the map screen, it continues to say ""(Address updated x seconds ago)"", but only displays the latitude and long coordiates."
positive,Great
neutral,Doesn't work on my galaxy S3
positive,Wonderful
positive,It's a matter of life and death when it comes to locating your exact location. This is a great creation for Everyone to install And Most of All it Gives Emergency services your Exact location without Delay or Confusion. Well Done To Emergency Services.
positive,Great app
positive,Long overdue. Excellent app
positive,"Brilliant idea, especially when travelling through unfamiliar places!"
positive,Very important for children's phones
negative,If I ever got lost its reassuring to know that I could be found by emergency services.
positive,Incorrect house number
neutral,Everyone should have this APP
positive,Very helpful but my address is not correct
neutral,A very handy app everyone should have
positive,"I've been getting Seniors & Grey Nomads to add this essential app to their phones for 18 months now. It's so simple for anyone to use. In my view every phone in Australia should have this preloaded, along with the Red Cross app and, in Victoria, the Fire Ready app."
neutral,For emergencies only
positive,Love it
positive,I think this is a brilliant app & have told all my family & friends to use it.
positive,This is extremely valuable. Good job
positive,I encourage as a St Johns Ambulance volunteer that everyone install this
neutral,Cannot use. Crashed upon opening
positive,Always have help at hand.
positive,Sounds promising but I hope I never need to use it. I am concerned and need to know why it requests access to my photos. Why?
positive,A great app will help out a lot in an emergency. My only concern is you can't get an address if your mobile data is off. GPS coordinate still work but if an address would be more useful
negative,Is it possible to add the Poison Information Helpline (13 11 26) in the list?
neutral,I always think that if I saw something I probably wouldn't really know where I am
negative,Location that comes up is about 35 km from our actual location. Useless!
negative,Emergency[
positive,Great app
neutral,For emergencies.
neutral,A must for everyone to have on their phone just in case!!!
positive,"All P platers, or kids who walk or ride to school, should have this app in their smart phone"
neutral,What is the Photos/Media/Files permission used for?
negative,google maps has my home address wrong
positive,Makes good sense.
negative,Emergency+ app
positive,This app is something I would have thought someone would have made years ago. It's such a brilliant idea
positive,"When needing help in serious situation, best App available"
positive,Great tool thank you
positive,The best way to be found if you need to be found when you are geographicly incapasitated
positive,Good
positive,Great idea!!!
positive,"This app does exactly what it's meant to. A must install for everyone... who knows, it may even save a life!"
negative,"Everyone should have this, but developers are unresponsive. Badly needs two improvements: 1. The GPS coordinates and address need to be in a larger font so those with aging eyesight can read it. 2. Should be able to SMS GPS coordinates and address to my own emergency contacts. Reason is simple: poor signal sometimes prevents voice calls but SMS gets through."
negative,"I am in my home and it had wrong street number, out by 6 houses."
neutral,When I'm at the back of my house it picks my neighbour behind me address
neutral,Gives Emergency Services the details they need to find you if it becomes necessary - hopefully it never does
negative,Simple and effective but has not try it in an emergency
neutral,Gps turns off when exiting the app now
positive,Works great on various phones in family but cannot install on new Samsung Galaxy Tab S 8.4 tablet which has GPS and full phone capability via installed SIM card.
negative,Using lot numbers not street number. Very confusing. Also needs ability to send info to your own personal emergency contacts.
positive,"Excellent app, should be installed on all mobiles!"
positive,"This simple yet potentially very effective app' has one major flaw: it must rely on the GPS of the smartphone in which it is installed. In the last few minutes I have apparently moved 750m, without actually changing my location. I would urge caution in declaring your position from the given GPS location, especially if in a building."
positive,Good for bushfire season
negative,How about adding the poisons information phone number as well?
neutral,We all need this app on our phone's
positive,Very good app especially on farm use. But one major concern. Address is not correct.  How old is the info for addresses?  Is there anyway they can be updated? Why isn't local Council address data base used for example?
positive,Good idea. Looks good. Gps coordinates correct however physical street location is wrong. Writren as the next street over despite the map clearly showing the exact right address
negative,Emergency
