,User Name,Review,Rating,Date of Review,sentiment
146,Jsessle,"This app is easy to understand and use and very accurate compared to some classes I have taken regarding emergencies. I strongly recommend this for baby sitters, or parents to refer to in an emergency after training especially and everyone else as well! Great for on the go wherever you are too!",5,2012-07-07,1
147,Accident prone :D,This app is highly informative in every field of accidents that might happen.:) I am very happy that I got this app. This thing can be useful to know in a emergency situation but also to remember in the future !!:) this is a really good app I've been looking for a app like this now I finally found it !:) Thank you red cross :) <3,5,2012-06-29,1
148,Abbyc9127,"I love this app but the thing that makes it not get 5 stars is that even though I have Wifi and I can call and text, I can't use the 911 button because I'm on my iPad mini. I can't call 911 on the regular phone app either. They need to make it able to call in case of an emergency.",5,2014-04-04,-1
149,Captain34,"Has good information on first aid, burns, chocking and preparedness.
But the best part are the quizzes to test what you learned or what you think you know.
There is a button in case you are in emergency and to get you the right info fast!
I gave 4 🌟 only because it's basic first aid and if you've taken emergency training, it's not very challenging.",4,2012-07-16,-1
150,Adam4077,"Red Cross had done it again!  This app is another great tool to have...i have downloaded all of their apps and this is right up there with first aid and hurricane.  The information is easy to digest and although i hope never to need it,  i am glad i have it.  Another job well done!",5,2012-09-28,1
151,iamlindalee,"Interesting with hurricane reports, for those parts of the country other than the west coast. After a bad storm, it's highly likely you won't see first responders right away. Best to arm yourself with a bit of knowledge. Easy to follow. Useful, but don't expect it to take the place of a First Aid manual.",5,2012-09-04,1
152,Kensie Bee,"Seems like a great app so far, however each time I attempt to email it to my coworkers, it freezes (iPhone 4). I then have to delete the app and re-download it for access. So, I will just recommend it and hope it doesn't freeze in an emergency! Otherwise, it looks like this app will be very helpful.",4,2013-07-03,1
153,I do not like doodle jump,"I love this app! I only got it because I stay home alone with my little brother a lot and wanted to be prepared incase something happened to him. It is great for children, but probably best for 8 and up. There are pictures in the app that may scare them.",5,2014-03-23,1
154,Myque C,This app is very easy to maneuver through to find the emergency going on around you. It also has great emergency lists for things you might not have thought of. I had forgotten to put a travel water bowl for my dog in our emergency kit. Now that's checked off too.,5,2012-06-30,-1
155,DC 2 SF,I was a volunteer EMT for a number of years through college and up. This is a great reference to utilize in the first steps of an emergency. Substitute your daily commuter book with this as reading some of the life saving strategies and precaution tips can very well help improve your chances of survival during a real occurrence.,5,2013-03-11,1
156,charblad,"I knew most of this information before I saw the app, so I know it's accurate and useful, went straight to the test and gave what I knew to be the right answers and got all of them right. My only complaint is some of the phrasing but overall accurate and great knowledge",5,2012-07-04,1
157,djmatekel,"As a former, certified EMT, I'm well aware that someone who's able to grasp even the basics of emergency care can potentially save life and limb. I feel that this app can arm you with these basic skills; if necessary, until EMS has arrived. Read it, study it and test yourself with it. Humanity will thank you.",5,2016-02-24,1
158,catalizms,"Everything's 100% perfect BESIDES the tests, I'd highly recommend a difficulty option to them because at the moment they're extremely easy. Other then that amazing job! I hope I can continue to see other improvements.",5,2014-03-01,1
159,IM AWESOME 101,"This app is so helpful. I can't wait till the  other apps cone out. I use and study with it everyday! If possible, i would give it 10 stars. 100% good. Although i am cpr certtified, and i teach first aid, it is still a very good refresher. And, incase you forget a step in something, it shows all steps.",5,2012-07-08,1
160,Shooter McCravin,"The app is great, but there needs to be considerably more information for different types of incidents. Fainting, head trauma isn't thorough enough on someone who may be confused, and so on. I understand there are limitations, and that a course is much better than an App. But having extra is always great. The Emphasis on 911 is great.",4,2014-01-25,1
161,MichaelGK,"As someone certified in first aid and CPR, this app is my virtual pocket book to stay refreshed on everything. On top of that, i believe everyone needs this app, in case any emergency were to happen. I particularly like the quizzes, of which you don't pass unless you get 100% right. Great app!",5,2016-11-26,1
162,TJSxoxo,"I rarely write reviews but this app is so helpful and a great way to stay sharp on helping others in need should an occasion rise. So informative and the mini self tests are great. This app is simple and covers a wide range of cpr, first aid and medical health issues. I feel everyone should have this app.",5,2015-09-28,1
163,CherokeeMom6,I would like to think its a useful application on a smartphone. It gives you pointers on some useful emergencies and the app gives access to the web site to contact to get trained in CPR and other helpful emergency training. Keep up the good work and keep updating with more useful knowledge.,5,2012-06-19,1
164,Electrall,Great resource to use to stay on top of information and to be able to access it handily if needed in an emergency. Nearest hospital information based upon your current location can save a lot of stress and get patient help faster.,5,2015-02-17,1
165,AaronPapi,"This is an overall great application! Thank you American Red Cross :•) The app has just about every scenario and remedy in a smooth interface list. There is a handy dandy checklist, which is very helpful. This is a MUST HAVE app!! Gives great advice for before, during and after disasters and complications.",5,2014-07-21,1
166,Quadriance,"Great first aid application. However, it would be great if you could search for a term (i.e. Blister or altitude sickness) and get a description of what to do next. It seems to be missing some very basic first aid descriptions.... Muscle cramps, blisters, altitude sickness, etc. 

The application is named ""First Aid"". So a bit more first aid instruction should be included.",4,2017-01-19,1
167,Meganjwewn,"The test yourself in choking part of the app says its wrong to give a three yr old the same choking procedures as an adult, when that is the correct answer. I tried the other wrong answers though, and those were not correct either.  Other than that, awesome app",4,2013-03-24,-1
168,A.Roz,"There are so many useful parts to this app. From first aid to cpr, tests, a direct call 911 button, a store where you can purchase supplies, and much more. Easy to use and understand. Highly recommend for everyone to have on their smartphone.",5,2015-06-24,1
169,Wynterbrook10,I love this app because I have had issues of uncertainty of what to do when something..horrible may happen while I am out of the house or something. This is very helpful also because I want to be a doctor.. Head start?,5,2014-06-03,1
170,David Wheeler,"I've been a lifeguard now for 6 years and an ARC trainer now for 3. It is a good app for a refresher and additional information but by NO MEANS a substitute for real training. For all those bashing the common sense steps, it is those simple step people forget when in an emergency situation. Overall very well created app.",4,2012-07-07,-1
171,TRX500,I have ran with ambulance services for many years and know what to do in an emergency . I wanted to check out this app for family and friends . If you are someone that does not do these things on a regular bases GET THIS APP.. You could save someone's life with it .,5,2012-11-01,1
172,Daddy of GNAT,This is a handy little app to have on hand.  We always have our phones with us and we never know when an emergency is going to happen.  Good interface and a lot of information at hand when needed.,5,2012-09-30,1
173,Flufenhiemer,"This app has come in hand especially when you're on the go, you can just pull a whole course out off your pocket...one thing I think can be improved is the tests... They don't do enough questions. They need to do more and not the same questions every time. But other that that, its a great app:)",4,2012-07-01,1
174,emmaaacv,"Very informative and I love how you can ""test yourself"" after reading the article, but the app keeps closing and crashing after I take the test. As I go to answer the last question of any of the tests, the app completely closes. Still a great app though!",4,2015-07-05,1
175,Rose Anne Richard,"I really found this app useful and for all those people with the iPhone 5, who cares how big the screen is! I'm in middle school and  this app makes me feel like if theres an emergency in my classroom or at home I might save someones life. Thank you for making this app! :)",5,2013-05-29,1
176,Jtteam,The Red Cross first aid learning app is a great tool to learn and be able to apply that learning in helping others in medical need and also the knowledge is fundamental to an individual to identify symptoms in themselves or others and can help to get professional medical help when needed great app!,5,2013-01-20,1
177,Foxlynx,"I love the simplicity all in small in so much info. My only complaint with Apple is that is that is marked as a Game Center. I don't know if this is shortly or long term, this needs to be as all over. Safety, and help in need. 5 stars are for sure group- keep it good, remember knowledge is the key.",5,2012-06-17,1
178,minar21,for a free app I think this is great and speaking personally it is one if the few apps that is actually useful. it is basic information but some of the things I did not know even though it is basic. it would be nice if there was a video about how to help someone that is choking. I gave it 3 stars because I think it can be improved,3,2012-08-30,1
179,Brett Jurgens,"This is a great app with a vast amount of knowledge. However, the testing portion is completely broken, does not work at all. You can have all of the correct answers and it will say you only have one or two correct. Coming from the Red Cross you would think this app would work flawlessly. Once the testing is fixed I will be glad to update my rating.",2,2015-01-02,1
180,Loopy_27,"Great Information at your hands, I strongly recommend EVERYONE willing and able to download this and read it. Everyone should know this stuff! 4 stars cause of the last question on the ""prepared"" test, the answer is missing. Other then that this app is solid and I'm very fortunate to have it",4,2012-07-04,1
181,Adiamaea,"I took a few mins to go through the app and get familiar with it. Great app! It says it's not the same as taking the course, and I must agree. I am disabled and can't take the course, but it is a great refresher to what I learned years ago. Kudos to the personnel who contributed!",5,2012-08-28,1
182,Katelins,Everyone should go through the trainings and watch the videos. Well set-up and easy to use; much more convenient than any other way to get this information. Encourages me to make an emergency kit and update my CPR certification too.,5,2012-07-14,1
183,BJ's Phone,"Thank you for creating something very useful to share with family and friends. 

I hope other topics will be added. One of the most often questions I get is ""I stepped on a nail what should I do?"". A module for puncture wounds would be helpful.",5,2012-06-15,1
184,C4ll Of Duty 35 ;-),"This is a great and handy app. I've literally helped 4 people already with a broken bone, choking, burns, and bleeding. But I think it should have more quizzes like make new quizzes every 1-2 weeks then we can learn more but otherwise it's a great, handy, and helpful app",5,2016-08-05,1
185,Italicsgal,"Love this app.  I always want to be prepared in the event of an emergency, especially because I am responsible for the safety of 500+ kids.  This is a simple, easy way to stay prepared and review vital information that can get fuzzy over time despite attending a training.",5,2014-09-27,1
186,Abigail144,This is an amazing app! It has all the information I need to recognize and treat emergencies! It prepares the layman to be aware almost every kind of emergency situation! I recommend this app to everybody no matter where you are! Every person should have this!,5,2014-09-13,1
187,Ashleib,"I love this app! It is something that I think everyone should have. Not only does it have instructions for multiple emergency situations, but also really quick videos to help you understand. I love it and would suggest to anyone!",5,2013-02-26,1
188,it.me.sophie.b,This is probably one of the best ways to learn emergency needs. Easy to use and it would be a great way to test some kids! I love this app and DEFINITELY recommend getting it! You will not regret it! I have to learn this stuff for girls camp! This Makes it so much easier!! ,5,2012-10-29,1
189,Ninagirl101,"This app is more than amazing. It gives you details on how to stay safe and how to be precautional when someone isn't feeling well or stuff we should be aware of. Without this app, I wouldn't know how to help a person having a heart attack, or a severe burn.",5,2012-07-03,1
190,Koqer,I've only used this for a short time but so far I've found it to be an extremely helpful tool for brushing up on first aid protocol and such. Very simple to use and straight to the point. I would highly recommend it.,5,2014-05-29,1
191,Set Sail Yacht Charters,My wife and I are often in remote locations where someone needs first aid attention.  This app is especially useful as a quick reference for those of us who have to have basic first aid certifications.,5,2013-07-10,1
192,Ltjt962,"I'm an emt and this app has a lot of wrong info on what to do during medical crisis. For example, according to this app if someone is choking you are supposed to give 5 back blows and 5 abdominal thrusts for any age. The correct treatment for choking is the Heimlich maneuver on pediatrics and adults and 5 back blows with the head down and face up and 5 abdominal thrusts. If someone is choking and you hit them in the back you can dislodge the obstruction and it can go further down into he airway.",1,2013-04-10,-1
193,Rocktina,"I encourage people to down load this app! I know it is just a quick glance & should not replace a real doctor or use as a form of treatment, but I Had my kids download it for quick helpful tips if they are ever in a situation. I totally recommend it!",5,2012-07-07,1
194,PhosphorescentOne,"This app should come pre-installed on every iPhone. One thing: you forgot Avalanche Preparedness! This is something every winter sportsman or sportswoman should be prepared to handle!

Some of my suggestions:

• Watch for loose packed snow.
• Stay on trails unless you are a seasoned expert.
• Always make sure someone knows where you are and when you should return.
• Wear a GPS locator!
• Don't try to outrun an avalanche downhill if you can get out of the way by cutting diagonally.
• Don't wear headphones in an area where avalanches are likely. Your only warning will be audible if you are skiing/snowboarding downhill.",4,2016-04-28,-1
195,Jill Goring,"Thank you, thank you, thank you...to the American Red Cross for releasing such an important app!! For everyone that thinks ""I'm terrified I wouldn't know what to do in an emergency"" this app is perfect for you. Super easy to follow steps & great recommendations on when to call 911. A must have app!!",5,2012-06-14,1
196,Taylor Terlizzese,"As a health care professional, I can say that this information is correct and very useful. And the easy to use interface makes this the perfect app to use in emergencies.",5,2014-04-24,1
197,Amberjean06,Compared to my past first aid training this app is pretty much an instructor's signature away from a first aid card. (Not saying legally you are trained from this app!)  I use it as a review and it would be helpful for those who aren't trained.,5,2013-02-14,1
198,Michaeloftroy,I was extremely impressed at the broad depth that this app covers. From detailed first aid help to emergency preparedness. There are tests that if completed unlock Game Center  badges. There is a learn section to help educate prior to an emergency and also links to many many more Red Cross resources.,5,2012-10-09,1
199,"Hello, I am V.","Really nice app, thanks a lot!

Please provide a way for us to give feedback on each page, as I've found a point of confusion that I would like you to clarify on, particularly what is meant by ""the base of the stinger"" on step 3 of the insect bite page.
Thanks :)",5,2012-08-06,1
200,Amy Leinhos,"Like the tests and information, one thing I found that could be looked at is that the drop down 'faq' information sometimes is longer than you are able to see. The ""how do I support a broken bone"" is where I noticed it. Thank you!",4,2014-09-25,1
201,baniewicz.adam,I think that this app gives knowledge that all people should know. This app could make the difference between life an death in bad situations. I feel confident because I feel that I know what to do in many different emergencies.,5,2012-07-04,-1
202,FireChief28,Full of info for everyone. I'm a firefighter  and it helps to have this kind of info at your fingertips for those not everyday calls. Everyone with a smartphone needs this app. You never know when an emergency will happen!,5,2012-06-17,0
203,idkandiii,"omg, I recommend this app so much bc it helps you for everything! not only accidents but natural disasters. It also has an app FOR ANIMALS! I usually do not rate apps bc they're not that good but this one IS AWESOME. I have both apps, this one and the pet one. They both have helped me sm! Have a great day :)",5,2015-07-04,1
204,Rs playl,I love this app I had learned the way to help someone who is chocking and it came in hand at my family's restaurant it helped because instead of claiming  a lawsuit they asked where I learned it and I had reference this to them we all love it,5,2015-01-11,1
205,Blondepilot,"I felt this app was very helpful, and i understood from the beginning that it is intended to assist someone in a dire emergency until professional help arrives. It does that function very well. It does, however, need to be expanded to include more topics. Other than that, i think this is a very well made app!",4,2013-08-23,1
206,Penelope67,"I am a child are provider and I have taken First Aid and CPR classes, but you don't know if you will panic during an actual emergency and maybe forget the training from past classes. This app is a nice safety net to ensure I will treat any injuries correctly.",5,2014-09-06,1
207,AppleKurtJB,"This is a well organized and thought out app. I especially like the brief, but informative videos. While most of the information is common sense, it is helpful to have in the heat of the moment.",5,2014-06-02,1
208,FSiwen,"This app is the Swiss Army knife type that has just about everything you need. Has a great potential to save lives. Best if learned beforehand, but has great on the spot help also. Somebody did a great job. Thank you very much. 

You got my 1st ever app rating!",5,2014-01-29,1
209,Paul_Coles,"Download this before we went hiking, just incase we needed it, just gives you a piece of mind, although having some prior knowledge in first aid, this  helps to reassure you if you find yourself pressure in an incident.",5,2016-02-02,1
210,psmThunder,Please remove the Spanish selection from the main menu has in the event of an emergency I do not want to be accidentally slept in something and then find I can't understand it to get it back if necessary create a separate app for those who speak Spanish,4,2015-04-26,-1
211,DKDonkeyKong,"I like the emergency tab when you need quick quick access to information, as well as supplementary information you can read during your free time!",5,2012-07-08,1
212,Jlfrank ,"Get it, go through it, refresh your memory or learn for the first time. You never know when you are going to need some of this info in the back of your mind.",5,2015-08-27,0
213,OngoingFreedom,"Apply pressure, elevate, call 911.

Really? What if 911 is not available?

What if you're in DC, severe thunderstorms have just moved through and the Power Grid is down for a week. That'll never happen, right?

Since when is calling someone considered FIRST aid?

Pitiful.

[UPDATE]

Okay I just read through 500+ reviews of clueless people who apparently do not know EXTREMELY BASIC FIRST AID, or what numbers to press to call Emergency Services. I also have not seen my own review despite having to spend 10 minutes to wade through over a week of responses just to get to today's date. 2 stars=>1 star. A nearly worthless app 5 star'd by clueless (CLUELESS) idiots. Not worth your time, unless you spent your whole life being given ""participation trophies"".

Grow up.",1,2012-07-07,-1
214,Eyeswideopen361,Really like this app. You don't have to be a paramedic to know this stuff. And also the more you know the better. But you also have to be mentally prepared to perform . Just thought I'd throw that in there. Otherwise very helpful !,5,2012-06-17,1
215,47784327,Great little app. Helps keep things fresh in your mind. It's easy to forget sometimes when you don't use your skills all the time such as EMT's. Contains loads of info and test I definitely recommend this to all!,5,2015-09-15,1
216,Dorothysgirl,I have waited so long for an app like this.  I only have an iPod and when I realized I could use this without wifi I couldn't quit telling EVERYONE! As an instructor I give out the info all the time. Thanks so much and please keep it updated.,5,2012-07-13,1
217,dadudzik,"In the area to Test your knowledge, it always says you didn't give all the right answers. After reveiwing and repeating the Test it is still wrong. It looks like they give you the right answers at the end of the test but repeating the test with those answers is wrong. Confusing and frustrating. I don't trust the App.
We are talking about possibly saving someone's life here! This is just unacceptable and a waste of my time.",1,2015-01-23,-1
218,SDS1073,"This app is great I love it!😃 I am only 11 and I know so much. At my swim club accidents happen. Also,a lot of my friends and family have things like asthma and diabetes. Its good to know that I know how to help them. Plus, it has step by step instructions!!😷👍💉💊🏥🚓🚑🚒⚠",5,2012-07-05,1
219,Ray Bass,"Includes description, pictures, and a test for most sections. It's helpful.
But it's a work in progress. 
1. Some descriptive sections have contradictory material. 
2. Some options for multiple choice items make no sense, too easy to not select. They are not reasonable test items.
Still, it's helpful.",3,2014-06-21,1
220,mcquilat,"The app is wonderful, but it could be made better by adding first aid for things like altitude sickness (I am an avid outdoorsman) and including a symptoms search bar. Overall, it is a very good, useful app that should be included on the iPhone due to the need for everyone to have first aid knowledge.",4,2012-08-04,1
221,DaKatmeister,"I think everybody should have this app because it really can help in a life-threatening situation. The ""classes"" and ""tests"" help you go over different situations. It's a great resource to have because anything can happen.",5,2013-01-01,1
222,Kaka 234,Thank you so much for this app! This app is helping me study so that when a real life situation comes up all I have to do is look on my phone! Thanks so much this will definitely be more apply able then carrying around a first aid kit! THANKS SO MUCH!! -Kiley,5,2012-08-14,1
223,Pitchy Cow,I used to be an EMT. This app is like a mini refresher course. I've always been concerned about future emergencies and not remembering some of the skills I learned. Everyone should have this on their iPhone because you never know!,5,2012-06-16,1
224,pac_fan_1,I work at the snack bar at my pool and we all had to take the online course and it is great information to know definitely 5 stars and would recommend it!,5,2016-06-16,1
225,1976swp76,Tests are buggy I noticed when doing the tests the answers would highlight but when you click it to go to next question sometimes it highlights another answer thus making the answer wrong Red Cross needs to hire a debugger and work on this app it really could save lives,3,2015-01-27,1
226,Bbunny momma,"I am a RN trained in emergency and life threatening situations and I find this app extremely helpful! I encourage all families to get this app! I also encourage you to get familiar with the app, take the tests and learn about all the different first aid and emergent situations before you are faced with one.",5,2014-09-19,1
227,cdANDgh,"I would like to see & use this app on my iPad. Please make this possible!!!
By the way, why do all the other RedCross apps have iPad versions and not this one?? This one, I personally think, is DEFINITELY the most important one of them all! If anything, this one shouldn't be the one that's not iPad capable. (Just saying. That's all.)",3,2013-02-09,1
228,Dianne94,"Comes in handy sometimes, but they need to fix the diabetic section. Don't just give them sugar! Come on Red Cross you should know that if their sugar is too high giving them more will make them go into a diabetic coma! Glad I know better. Find a way to check the level, seeing as most diabetics have a meter on them.",3,2012-08-11,1
229,Aceonus,"Excellent app, every first aid certified person should get this. The only problem I have is the stings and bites. They should have a more extensive part for that one such as snake bites and such things other than that it is very useful.",5,2012-07-16,1
230,SE Blair,"It's a well thought out application that could vary well save someone's life.  I look forward to future updates and applications.  

The price is right ... Why wouldn't you want this on your phone?",5,2012-07-03,1
231,Sober060908,Working as a red cross employee has really opened up my eyes to the need for blood and being red cross prepared. This is defiantly a step in the right direction to create awareness to a whole different reach of people! Spread the word the need for blood is constant.,5,2012-06-20,1
232,bjparsons,"Think of this as peace of mind on your phone. Far, far, far superior to all those endless hours spent in first aid classes. I see more apps are planned. I'll definitely d/l the earthquake and flood ones when they become available.",5,2012-06-15,1
233,JAFSupO,"Just completed refresher training for First Aid, CPR and AED. This is just what I need to review afterward.  It is also perfect to refer to in an emergency because I probably won't have my refresher booklet or card but I'll probably have access to my phone.",5,2016-09-10,1
234,aurea_emm,"I love this app.  I like knowing that I could be of help if anyone were to need it.  Thankfully I have never had to use my CPR and first aid training, but if I needed to, I feel confident that I would know exactly what to do in almost any scenario.",5,2014-09-02,1
235,Honeybabe!;D,"She was doing a jump and sprained broke her foot, but with this app, I knew what to do before we could call the ambulance. She doing good now, but really thankya. It also comes in handy for everyday occurrences. Like I know what to do now!",5,2013-01-08,1
236,Brianajeanne,"This app is very helpful. I knew all the answers without ""learning"" because I'm experienced but it sure would help someone who isn't. I love this app and am going to pass it on to my friends and family!",5,2012-07-02,1
237,TallTomTenn,"Useful, on the spot info for all kinds of emergencies!  This will become a part of my everyday carry.  And the real essentials are baked right into the app, so it is ready if you have a signal or not!",5,2012-06-23,1
238,NoJello,"This app works well and has great instructions for performing first aid at a moment's notice.   Since I always have my phone nearby, it is much more likely to be used than my old skills card was.",5,2012-06-15,1
239,Michael852,"I have had this App for over a year, it's a must have App for every body. It's both a teaching App as well what to do in case of emergency. It's a free App download it, if you don't use today you may need it tomorrow.",5,2015-03-21,1
240,Howard8992,The thing I like the most is that your now able to watch the Videos on emergency situations!!! Everyone should have this App for Vacation Emergencies too. Voice instructions should be   The Next Update needed for this App..,4,2014-05-25,-1
241,Abbygaail,"Finally, an app actually worth having. Everyone should download this! Ill hopefully never need it but feel better having this information readily available.",5,2013-04-30,1
242,Bill Henry,This app was really helpful for everything other than what it is that we REALLY need to be prepared for: the zombie apocalypse. How are we supposed to be prepared if the big companies are rejecting the possibility of a zombie outbreak!? Other than that though cool app.,5,2012-07-01,1
243,davidsan2428,"This app is so valuable. If everyone took the time and review all the contents of it, everyone would be capable of helping each other in a crisis. So many that are occurring all over the world.",5,2014-09-08,1
244,Total g4m3r 1o11053,Helps those such as myself understand in a simple step by step way on how to deal with the accidents that happen to people everyday in many situations. 5 stars easy.,5,2013-04-05,1
245,Megz7518,This app is amazing! It is very helpful and can prepare you for dangerous events that could occur. I highly recommend this app! It could be the source that could save the life of you or someone you know!,5,2012-07-03,1
246,richolas_nandio,I am a healthcare provider and I love this app. This has so much easy and informative stuff built right in. Plus the access for emergencies is a huge bonus.   Definitely recommended,5,2012-07-04,1
247,Amy&Lucas1,Well there is some good information here in this app. However the useful videos are gone. Not sure why. I enjoy learning and refreshing my knowledge in a variety of formats. But now you can only read the instructions on this app. All of the videos are gone. I am getting rid of this app - again.,2,2017-03-12,1
248,App inspecter 5,"This is got to be the best app on my iPad. This is great I can just pull it out and have it ready in seconds if I need it. It is helpful for other reasons as to prepare me for disasters, even when they don't occur here.",5,2014-06-15,1
249,Rtiste416,"Very good, quickly accessible information. You can even test your knowledge at the end of a section. Includes pictures and videos.",5,2014-05-17,1
250,Poppedup,"This is perfect for knowing exactly what to do when faced with a medical emergency. Whether for yourself or just in case, this app is must have. Be aware that 911 should still be called and this app will not substitute for that.",5,2013-09-06,1
251,Ivansmama,I love this app and have used it extensively already in the short time I have had it!  Very informative and all in one place!  I have recommended to friends already.,5,2013-04-19,1
252,+DavidTur+,"So here I am sitting by the pool while watching my daughter and her friends swim, I open the app for the first time and did not see a learning topic on DROWNING.  I think this is important and should be included in an update.  Thanks, the rest is great!",5,2012-08-08,1
253,Ace101Boss,This app is very well put together and everybody should have it! Life saving information at your fingertips! I cant wait till the Earthquake one comes out! 5 stars for this wonderful app!,5,2012-07-01,1
254,Hassleback,Needs info on insect bites and snake bites.  A helpful design feature would be to make the app function off your zip code...which would load region specific issues.  I can see they are working on other apps.  They should work those features in.  Could be better.,3,2012-06-23,1
255,Rbkmmo,"I like that this app has lots of useful (possibly life-saving) information that is easy to find, simple to understand, and well-organized.",5,2012-06-16,1
256,LilMaremolly,This app is very helpful. One day I was babysitting my little sister and I was cooking and she burned herself. I ran for my phone and this app told me how to treat it. One thing they could make better though is be more descriptive.,5,2014-03-16,1
257,Laura R K 22,This app is perfect for babysitting incase anything goes wrong or when your anywhere else and anything bad happens. I just hope I'll never have to actually have to use this app :) ;),5,2012-07-06,1
258,Maddieluver,"I was reading the reviews on this app and it is like 5 stars, 1 star, 3 stars...etc. i saw reviews like, ""Worthless app, crashes and doesn't provide instructions"" i also saw a lot that were like, ""great app"" or ""awesome app"" i decided not to download this because anyone who reviews  an app that can ""save your life"" as ""great"" or ""awesome"" obviously didn't use it to save their life...",2,2013-08-05,1
259,JEA54,"How could you not want to know the right thing to do if family, friends or anyone needs help.",5,2012-06-16,1
260,Tucan 45,App doesn't even show the right answer so u can never get it right on covering a burn with plastic if it still requires medical attention. App has not been updated since 2012 this is 2014 needs update.  Otherwise informative.,4,2014-04-06,0
261,JLP86,"As a former lifeguard of 7 years and current nursing student, I think this app is a great educational ""quickie"" suitable for anyone 10 years of age or older. Easy to use, great design, very informative, and it's free!",5,2012-06-14,1
262,Nb257,"Great app!  Loaded with TONS of useful information for both accidents and disasters.  Love the way I can click on call us and it rings up the Red Cross to sign up for a class.  This app is clean, easy to use and robust.  A must have - and best yet - IT'S FREE!  Thanks Red Cross!",5,2012-06-14,1
263,Fls'Zen,"When I leave the app and come back, I can no longer scroll all the way down a list. I have to quit and restart the app to get to the bottom of the list on the screen that I was on. 

There are some minor spelling/grammar mistakes to correct.",3,2016-10-29,-1
264,James Kilpatrick,I've learned that some things we were told weren't so kind of here say but going thru this app has been eye opening to the facts.,5,2014-02-19,0
265,Oz353,This app is great I think that everyone should have this app cuz u don't know when you are going to need this i am a cautious person and I like to be prepared so I use it for like heat waves and other thing it's awesome😃🌟,5,2012-07-13,1
266,DrPQ,The app is really good except that test scoring is inaccurate.  It frequently scores you wrong when you've selected the right answer. That makes me wonder if if it also score you right if you select the wrong answer. That kind of sloppy coding could get someone killed.,3,2013-03-26,-1
267,jhutch600,Fantastic reminder for those of us who have had some training but still lose our heads a bit during an emergency.,5,2013-07-31,-1
268,WrldWandrMW,"Now I can have all info instead of nervously shuffling through hurricane advice articles. As app knows where I am, I can get info that applies to me.
I even donated!",5,2012-08-26,-1
269,The only Sher,"I've only had it for a day, but it sure helped refresh my memory of my first-aid assessment training from a couple years back.",5,2016-03-15,1
270,TribalTuna,This is great to have with you at all times in case of an emergency. You never know when you might need this information to save someone's life.,5,2014-05-10,1
271,N8t!v3,"I work at a boat dock and swimming area at a state park, and even though signs are posted that visitors are on there own, I my self feel better that I can help in an emergency situation this app helps my help my visitors.",5,2013-07-10,1
272,BLUE THUNDER CAMARO,I am a Junior fire fighter/ EMT and this app of very useful. It's a great way to teach friends and family basic medical skills. One recommendation is there is like 5 tests and like 35 different situations please make more tests for more learning.,5,2013-03-22,1
273,KFerreira,Having kids I sometimes worry I won't know how to handle a certain emergency. This app has helped me to understand and I can refresh as I see necessary.,5,2012-09-22,-1
274,Bittermang,"Clear, easy to navigate and understand.  A wealth of invaluable information in easy to follow steps and videos. Great resource to have in your pocket.",5,2012-08-31,1
275,Trainer Melissa,I love it!!! What a wonderful resource to have on my phone- EVERYONE should have it!! It would be nice to have study materials or a log in right on the app to access profiles for those registered for courses.,5,2012-06-14,1
276,Dumastv,"There is a hurricane headed for the US but unless it is in your active alert choices you can find absolutely nothing about its current location, strength or path. It also doesn't include current stories about active storms. If all you want to do is prepare it might be great but otherwise just listen to the news or maybe go to the weather channel.",1,2012-08-25,1
277,Arc esd,Doesn't save additional locations for alert notifications. Otherwise useful.,5,2012-08-03,1
278,Image3,"In addition to 'Emergency First Aid for . . ."" users would be well served in an ""Emergency"" with a 'symptom chart' like format.  Symptoms should lead to possible conditions.  One may not immediately recognize what situation to give emergency first aid for.  For example, a Good Samaritan may want to assist but not be sure if the person in distress is having a stroke or a heart attack.   The Red Cross App is a disappointment.",2,2012-10-12,-1
279,Riverreviewer,Not only did I learn things from this but both my young kids were suddenly looking things up and actually learning-fantastic! This should be up for Best App!,5,2012-07-03,1
280,Danica Fan,"I work for Red Cross and helped put the info for this app.
Its about time this is here.
This is the kind of real things we need in the app store.

finally a good much needed and very useful app for the entire world to use.
I am so happy the world now has access to this.
We are working on getting even more important very helpful info updates for this app.
There is so much info missing, and eventually it will see its way into this app.",5,2012-06-28,1
281,valentinerose,"Everyone with a smart phone should have this app on there phone and if you have kids who have their own phones, this is a must-have app.",5,2012-06-21,1
282,littlebit5408,"The app tests me on things that I should know from first aid training and I really love it. The tests, information, it's great and helped me when I had to save one of the kids I was babysitting from choking.",5,2015-01-12,1
283,OinatsirtAloppoc,"I got this because I was told to download it as part of a volunteer activity for a Red Cross shelter exercise. I took a course last year on First Aid and CPR training, but this is a good way to keep my skills exercised.",5,2014-10-18,1
284,HappyUser36781030,"For so long I had looked for an app just like this. It's essential for all of the dangerous and unexpected situations you'll encounter, but unlike other apps claiming similar usefulness, this one delivers. Excellent.",5,2014-01-30,1
285,TTAGGG1000,"I can't make videos work. Crashed my iPad mini and my iPhone 5S (both running iOS 8.02). Tried rebooting devices and reinstalling app. No luck.  Sorry to resort to providing feedback here but when I tried to contact the developer, that link returned an error as well. I like this app; just need videos fixed.",2,2014-10-15,1
