,Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion,sentiment
141,6ab5d951-2a9d-4443-bc2e-86d39a318c26,William Rodwell,"The app which worked once is still not working. It closes immediately it's opened, despite being uninstalled and reinstalled several times. My phone is as galaxy S7 running Android 8.",1,2020-11-15,2.23,0
142,6fc11e8b-ab2f-4ed1-879c-37f905038874,Liz Logan,Slow to open and does not fit on screen cutting half of the last three words off. Font is set to smallest. Not confident in using it in an emergency situation. Hope its just a settings thing. I have a galaxy s9,1,2020-11-15,2.23,-1
143,e3c881c0-16fa-4961-8500-cae74936661e,Patrick Morrissey,"I just downloaded the latest update and the app won't open, just crashes on start-up. Android phone. Update... Version 2.23 is now working on my phone (Android 7.1.1) thanks for fixing it.",5,2020-11-15,2.23,1
144,2ed270bd-e73a-4a47-8463-968c946da71c,Bonnie Glendon,"Can someone help. I have uninstalled then reinstalled, turned phone on and off and the app still won't open with s comment saying the app has stopped working. Any help would be great. Yes my phone is samsung s7. It used to work on same phone but not now and you had mentioned problems with 7 and 8. Looking forward to having it back. Thanks I now have it back as my app. So glad it's back.",1,2020-11-14,2.23,1
145,dc612f86-affe-429c-b805-f004cb968944,Myboys Rgt,Preferred the look of previous emergency app. It was clear to see that it was for the emergency services. The new look app is unclear and meaningles.,1,2020-11-14,2.23,-1
146,ea811dd6-2a8e-4e4f-a574-89ac2dc2f4cf,Judy Anne,Unable to access this new emergancy plus app. Samsung 7,1,2020-11-14,,0
147,f2cabd40-1cdb-4899-9482-f48bf161f546,Mikey Strikey,"Sad that an app can have so much negativity attached to it just for an upgrade fault. Now its fixed... those negative votes should be removed. Have not had an emergency yet, but the App works fine for me. Seems there was a genuine fault, but latest version as of 14/11/20 is working fine on my 2 year old MotoG7 phone. Simply tap the App.... and then tap the 000 button (or other if you wish) and you are ready to communicate with the operator. At the bottom of the screen was my exact position... wow. How good is that? I mean if you are lost, it is also helpul to see where you are. Should be compulsery for all phones in Oz. For a lousy $1.29 it is almost classed as free. Thanks to the providers of this app... feel safer already lol. Will be getting my partner connected also asap. BTW... only reason I get this is because saw it on TV this morning. Thanks channel 9 (smile).",5,2020-11-14,2.23,1
148,9ec97913-50df-4252-a9b9-7367221cbe2d,Graham James,The app appears to now work following an upgrade.,3,2020-11-14,2.23,0
149,0d7adcb2-03d2-499b-91a4-687ee5f6c66d,Margaret Isola,"Works well again with the latest update! I've recommended to family and friends, I think all Aussies should have this app on the home screen of their phone.",5,2020-11-14,2.23,1
150,fa81656f-aacb-4566-8854-1a616a4bf42f,Ken-Tze Koh,App doesn't open,1,2020-11-13,2.23,0
151,3aeb7161-6c7b-4ac1-8beb-681aea7d91cb,Nicolette Rosa,Awesome idea. The only downside is on my phone when i increase the 3word font size it cuts them off on the bottom on the home screen.,4,2020-11-13,2.23,1
152,7963b941-2e84-4c76-a820-6439d571f22b,moya Jones,I'm trying to install this Emergency Plus app and it doesn't go past install it won't open keeps shutting down fix it,1,2020-11-13,,-1
153,8938c27a-2e59-4a03-b1bb-3b0ff9f2f0b8,diane morris,Just updated my working app and now does not work... apparently the glitch still has not been fixed.,4,2020-11-13,2.23,0
154,8d763892-f5f1-41a5-9dad-878fcbb6add8,David Nowlan,"It is not opening on my phone. Galaxy S7, Android v7. The fix has worked.",5,2020-11-13,2.23,0
155,eb0f0c3b-a7b7-48bd-b483-132af21277ec,Monika Thumerer,"All fixed thank you. But... when you open the app, the heading is very faded and very hard to read. Is it possible to change the colour.",5,2020-11-13,2.23,-1
156,934b4320-e461-4366-a214-5878285e1716,aussie43,"The latest revision of the app looks OK on a 6.7"" screen. On a 5.2"" screen the wording of the location and the co-ordinates are on top of each other. The 3 words are too small to see. Trying to touch or to move the text to see it clearly has no effect. The only helpful thing is to touch the map - but who knows that? On the following screen, the address, co-ordinates and the 3 words are visible as they should be. The location on the map is not shown, because it is not centered, and is out of bounds of the frame. The 3 word system is smart, however, as I hold the phone, the words are changing constantly. This could lead to misunderstanding with the operator. Australia is a developed and wealthy country. It should adopt a system where the location of the phone is sent out on a touch of a button. Can't imagine a person suffering stroke being able to operate this app and read out anything correctly.",3,2020-11-13,2.23,1
157,7a208cdd-4e17-424a-99df-43bbd2e04e13,Stephen Walsh,"Installed app 13/11/2020, app opens and immediately crashes. So I can't really express an opinion on it because it on't work.",3,2020-11-13,2.23,0
158,3181f734-4b13-418f-a18d-0f2ec57777d9,Teus Baggerman,Update: 13 Nov 2020 It is finally fixed and it works now. Doesn't work on my Samsung S5 I tried to install again on 12 Nov 2020 and it doesn't open. They said it was fixed. No it isn't.,2,2020-11-12,2.23,-1
159,f23cea8b-3ede-46b5-a734-68464a07751e,Kim Shephard,"Please consider restoring the previous app icon. The current one is useless, meaningless and plain ugly. The older icon immediately identifies the app as an Emergency App. Many others have commented on this issue.",4,2020-11-12,2.22,-1
160,7ed3dc95-3167-4470-a4d6-872fa036111e,Neil Cochran,This app has just been updated but it still does not work on my Samsung S7 edge Problem solved. App now working as before. Several new good features added to this important app,4,2020-11-12,2.23,1
161,f834f005-f45c-4ba7-82c5-f551575fe75b,Liz Hobbs,new version all good on Samsung S5. thank you for your speedy response.,4,2020-11-12,2.23,1
162,385686e1-1c3d-48dc-a16b-66613be7315a,David Clegg,"The updated app closes as soon as I open it. Samsung s7. Reply from google, an identified issue with android 7 and 8. Will be an update soon. Thank you. Updated 12 Nov. Now works fine. Thank you.",5,2020-11-12,2.23,1
163,3b313a5d-a4b2-48ef-aee7-7fc100b54a5e,helenjena,"New version doesn't open on my phone! Real issue for me as I work as a pool lifeguard. Also, the new logo is not an improvement, unnecessary. Thank you - issue fixed plus 3 word location technology added.",5,2020-11-12,2.23,1
164,236acf2d-aacd-4225-87ae-ea2e3adfed3a,Matthew Clarke,"Since the new update, the app will not open and says ""Unfortunately, Emergency Plus has stopped working"" immediately. Worked great before and haved used in the past as I am in the emergency services. I have a Galaxy Note 4. Thankyou for your reply. Updated to the latest version and the problems are fixed and working fine, thank you.",5,2020-11-12,2.23,-1
165,51d550b4-7071-4619-bb8e-52411501fad7,Gordon Norris,So. Update has been live for 2 months. Still not fixed. Any chance it will be fixed before the up coming fire season . Update 12/11/20 Still wont load. App closes even after latest update,1,2020-11-12,2.23,-1
166,714c6ae0-fc5c-4801-a410-a6de8750a1d3,John,"Previously the app wouldn't work on Android 6. I previously posted a 1star rating with a comment. Developers listened and afer a re-install, it works.",5,2020-11-12,2.23,0
167,cd054d06-a99e-40f3-8394-3316a9e34236,Alex Cole,The below issue has now been fixed and the app is now working on my phone. I am using Android 8.0.0 The previous version of the app worked great. This version won't open. Very disappointing for an Emergency app,5,2020-11-12,2.23,1
168,fd5a82cc-b5be-4b12-b9b5-489d85b3533e,Robert Smith,Now working again. but location is not correct.,1,2020-11-11,2.23,0
169,25fe89c8-4a05-4c7c-99ce-1e1b7c84e7ff,Ken Ryan,Very useful,5,2020-11-11,2.23,1
170,969731ca-d034-4279-beee-787e70169960,Darren Wilson,"Thanks for fixing the bug guys,the app works very well & I think the changes are great..well done..10/10 guys.",5,2020-11-11,2.23,1
171,b97293c0-6837-4d46-ae15-841ab3276b5c,Rebecca Hook,App crashes when I try to open it. Uninstalled app and reinstalled app with still the same problem 11/11/2020 Thanks for fixing above issue with the update today. GPS is slightly out by only 1 house though.,4,2020-11-11,2.23,1
172,bed741d4-b76a-431b-aa2e-6c37f85241ff,Ron Andrews,Broken for 2 updates in a row for Android 8 users. Now how do I get help when I'm dying in a ditch on the side of the road?,1,2020-11-11,2.23,-1
173,21304cec-9f47-4e3b-b713-0913aa17b1b3,Simon Collingwood,What three words function is great!,5,2020-11-11,2.23,1
174,720200f4-ab45-4da8-9b50-d44e10142247,Alan Smith,"The new app like many other users found does not work. Could we have the old app back until such time as you get it fixed, lives are at stake. The old app worked great. As they say if it ain't broke don't fix it.",1,2020-11-11,,1
175,f52b8a2c-e568-4198-88f2-f5d09574d125,Paul Alford,"No, I wouldn't recommend this app anymore. It worked great before update i don't remember performing, now, i can't even use it, just says it's stopped. Why change something so important that doesn't need changing?",1,2020-11-11,2.22,1
176,d10af41f-6809-4ef3-9f0d-69df3dd9fc0d,William Hicks,"Have had this app for many years, I have a Samsung 9, since the update this app has become totally useless, very disappointing!!!!",1,2020-11-10,2.22,-1
177,ccfc1958-9c8f-49fb-a6e3-3021c0281d1c,David Lillicot,Useless. A waste of my Time. Doesn't work.,1,2020-11-10,2.22,-1
178,1807cfe6-a8a8-4d59-843b-e89b96ee51b7,lisa mcguinness,"Used to work fine, but now won't open on my Android",1,2020-11-10,,1
179,ef45b359-67e6-45e1-ada0-16ff2631ac82,A Google user,This app was really good before it was updated. Now on my android phone the lat and long is unreadable Also what happened to all the other info like poisons centre.,1,2020-11-10,2.22,1
180,54e6e219-d52e-4f8e-8c74-a7f53d399a8d,Rookie,"App still works on my Android, W3W is a great introduction. However, when increasing the text size, it reaches a point where it won't display in the screen properly, as there's no ability to scroll down - yet lots of wasted up the top. Biggest complaint of the update is the icon change - more modern yes, but isn't obvious at all like the original that it's an emergency app. Even the new icon being red would be a better start. It seems to be a common piece of feedback from a lot of users",3,2020-11-09,2.22,1
181,cdc9ff1d-0579-4192-86a6-cf2d25e91651,David Bush,"Since last update,will not start. Tried to use during EMERGENCY 2 days ago and would not work.",1,2020-11-09,,-1
182,795a327f-b195-4ebd-a640-b42e61287137,Bronwyn Patton,"This was a very useful app. Reliable and accurate. Now upgraded and totally useless. Unable to open, no mapping or coordinates Even the icon is not as distinctive. Please find a fix as soon as possible. Thank you.",1,2020-11-09,2.22,-1
183,64a7065a-3a6a-4d4b-a5ab-e9dedfa1f497,Charles Linsley,"This was a great app. Worked first time every time, anywhere. The new version is extremely disappointing. Have installed/uninstalled unsuccessfully numerous times in an attempt to get it to work. Even the icon is not as distinctive as the previous version. Used to recommend often during training courses. Please fix as soon as possible.",1,2020-11-09,,1
184,68eb0089-7148-4ae1-a2fb-8feae25a6dcc,Gert n Gomez Travelling on,wont download,1,2020-11-09,1.26,0
185,c05a4b47-a214-4204-bf57-1a1beb5e03f5,Rod How,"I had the old emergency app which was good, but then it was replaced by this one which won't open on my Samsung s5. So now I don't have an emergency app.",1,2020-11-09,,1
186,549f8884-1af4-4d74-90ba-0a70b876f109,Ken Vernon,Doesn't open,1,2020-11-09,2.22,0
187,8ee9c9db-3c9b-49be-91fb-fa0bd6266d1f,Camille de Lacy Peek,Continually stops!! Please rectify urgently!,1,2020-11-09,2.22,1
188,5fa1c1e3-c0f8-46cf-9df5-3ab1f954aa1f,Graham Fildes,Until very recently it worked well on my Galaxy. Not now grrrr. Just fails immediately and has to be closed. Currently useless.,1,2020-11-09,2.22,-1
189,3ac686c9-947f-45cc-8f17-f0f079c54a12,kyl kj,Newest update fails to open now matter what I do. That's a problem for an emergency app.,1,2020-11-08,2.22,-1
190,adfe1a17-2c2c-4973-8f71-470453b9887f,Gary McCrann,"Can't even open app, keeps crashing.",1,2020-11-08,2.22,0
191,decc0893-7074-49db-b090-202c060e5b49,Harold Hippe,Can't download the app,1,2020-11-08,2.22,0
192,1204ae02-83de-4146-8807-eb3c7a4689c7,Vance Skinner,Wont install,1,2020-11-08,1.26,0
193,0a495cb7-ece3-4016-bc00-659656f61724,Peter Staubli,"Had this app for a long time. Now, since the recent changes, app WONT OPEN!",1,2020-11-08,1.26,0
194,2e5a6a7e-941c-46b6-8b80-d4c631f3f794,ANN KENYON,"Used to work very well and was a reassuring app. Since the icon design changed and went orange, it's just nothing. It needs emergency repair especially for country travel and elderly.",1,2020-11-07,2.22,1
195,186d41ae-e173-4d70-afdd-4ee0b7dd7cc3,Lex Greenhalgh,"Similar to last comment. Had for years, since update will not work.",1,2020-11-07,1.11,0
196,fe902ba1-6708-4894-93a6-c18bde06f67f,Ray Johnston,"This is a life saving app and you can't get it working, very poor action not checking before release. It may be you that might need your life saved in a remote area. You people are supposed to be experts, fix it!",1,2020-11-07,2.22,-1
197,02ebffd7-3535-4ad0-912a-f5ef77381660,Rhino Plavic,App keeps dropping out.,1,2020-11-07,2.22,0
198,79c689ab-bb42-4354-9401-5547fa23d4fb,Rob Corke,App won't open any more on Android 7 running on Moto g4+. An app like this should run on even the ancient versions of an O/S - we don't all feel compelled to by a new phone just because!,1,2020-11-07,,1
199,c8e8b97b-fd3f-4748-91ce-7a437483baf3,John Orlowski,It can not be open!!!!,1,2020-11-07,2.22,0
200,9b91b6c6-179c-407d-812d-aec4e3984c6f,KayBay,doesn't work after upgrade.,1,2020-11-07,,0
201,41fc34e3-87dc-48dd-be87-702e72c5914d,Contarini Family,It use to work up until a month ago. No longer works.,1,2020-11-07,1.26,-1
202,d5224a38-419c-4d25-a5e1-a43cf6d0e7cd,Jenny Branchi,Newupdatedappwillnotopen,1,2020-11-07,2.22,0
203,73380514-7011-4655-8948-42edbaed16ce,Tony Maruca,Keeps closing when i try to open app.,1,2020-11-06,2.22,0
204,2fe5eaf6-6c40-4e76-bbdb-7e933d2e974c,jac dee,"new app ,updated 2 days ago will not run failz and stopps on oening every time, was great now just bloat..",1,2020-11-06,2.22,1
205,05aa493b-896e-4eb4-ac25-ce6a6ab44d3b,Hugh Simmons,"Same as others - "" ... stoped"" message after update. (Worked perfectly prior to this.) Note to developers: this is happening on my Android 6.0.1; of which there are thousands still in service. Please fix service for Android 6 as well as 7 & 8. I also sent email with details of failed work around attempt, after re-installing. I opened directly via Playstore's ""OPEN"" button, instead of from new (orange) screen symbol. It opened, but would not allow set up.",1,2020-11-06,2.22,1
206,e0ad43e7-5780-4100-9357-5c291b2425eb,Alida Bonotto,Still not opening. I give up.,1,2020-11-06,2.22,0
207,36504ed5-67c7-45fd-b064-228fbdea34d0,Michael Paull,Won't open on my phone anymore. Crashes every time.,1,2020-11-06,2.22,0
208,6a5e6178-0ff3-4b63-96b4-dba50b44c459,Robert Chapman,wont open or stay connected,1,2020-11-06,,0
209,3ec96ef9-cac6-4a0d-ac11-1d5151686d84,David Cox,Looks simple and brilliant. Let's hope i never have to use it!,5,2020-11-06,2.22,1
210,7d5b0bc5-807c-44da-92ef-18e654c1920f,Ken Pyke,Fantastic app,5,2020-11-06,2.22,1
211,99758066-3a8b-4c13-9e14-5307755ca249,judith longa,Keeps closing saying it has stopped. Disappointing,1,2020-11-06,2.22,-1
212,52d06423-f891-4947-83d3-d8a89032e6cb,TrekenOZ,"Update to emergency one causes app to crash, unable to open app",1,2020-11-05,2.22,-1
213,49f47558-50ea-42fe-8d2d-09caf070f2fd,Joseph Camilleri,"My is not working ever since the update .will not open I uninstalled and reinstalled, still the same issue. It use to work great now it's hopeless ??????",1,2020-11-05,2.22,1
214,130c533f-8bdd-4058-96f9-f584047b25ec,Pete Singleton,Sorry to report that the update has stopped the app completely on my trusty old Samsung S5 running Android 6.,1,2020-11-05,2.22,1
215,3a785021-ec34-410a-a4c0-cbe7eb6f8ff7,Louise Docker,"Was brilliant when I installed it years ago since the update it crashes when I try to open it, not good if you have to use it in an emergency. Can you please fix the bug",1,2020-11-05,2.22,1
216,c0829833-06ea-4907-a277-fc1e4abf6250,Carol Rushby,"I can't access or update to the new 3 words app on my Samsung tablet? I've even uninstalled the 'old' app and downloaded the 'new' one but its not actually the new app, just the original?!?",2,2020-11-05,2.22,1
217,d57388da-844d-47ac-98f0-2adcad58bab2,Doug Newcombe,Location is incorrect by approx 150m.,1,2020-11-05,2.22,0
218,ea58da58-ef04-489f-9d62-9a00e71af422,leonard wilkins,The app will Not open for me,1,2020-11-05,2.22,0
219,7e52346f-fda0-4bf1-94f2-081aae3bf66a,David Armstrong,"With an update, the app now fails to open or work. Do the developers understand what an emergency app is for? Do NOT release updates until they work reliably. It needs to be simple, reliable, robust and work without fail. This is useless!",1,2020-11-05,2.22,-1
220,43b5798a-268e-4f00-905e-cba0fafc1939,Peter B,No longer working on my Samsung galaxy s5 android 6.0.1,1,2020-11-04,2.22,-1
221,1760155b-6272-4fd5-a31d-633d291374dd,Philip Richmond,"Ya bunch of IT nongs forgot to test the ""updated"" app before release. Doesn't work on my Samsung S6. Given it's an emergency app one would think your release process would be a tad more robust.",1,2020-11-04,,0
222,0f034096-ed36-42b4-af19-08bb24630fa2,Rodney Gallegos,Can't open,1,2020-11-04,2.22,0
223,1b11962c-91a9-466c-b55f-ceb98ffb1d72,pln2216,"Will not currently open crashes on demand, something wrong",1,2020-11-04,2.22,-1
224,825c94ec-418f-4ccc-9ebe-e0951744bef3,Denis Liuzzi,"Hi there. Had this App for several years now.The App appearance and ""look"" has changed recently and since this has happened, the App will not open on my Android phone. I have removed and re-installed several times but still will not open. Dissapointing as I work in Care/Sports Training field and often am required to ring 000 to get assistance for injured sports people. Hope it works before my local AFL pre-season starts again in late November. Please, please get it fixed.",1,2020-11-04,2.22,1
225,24e7c225-3325-45ff-90fc-3d560e3a6e9f,Alan Gurman,This App does not work!,1,2020-11-04,2.22,0
226,bc32c770-fac7-4bd2-936a-1f2108a47ff2,Peter Ailwood,I am using Android 7 and it doesn't work for me following the update to PLUS.,1,2020-11-03,2.22,0
227,32ea40ec-79d6-410e-b3c1-edbfbeac77b9,David Hill,Used to work fine but after latest update it won't open at all. I've deleted and reinstalled it to no avail.,1,2020-11-03,2.22,-1
228,cf837deb-5e13-4b98-91d9-6f12ef452507,diane pretty,Latest update broken. Will not start on my Android Samsung phone crashes immediately. How do i vwt the working version baxk again?,1,2020-11-03,1.26,-1
229,56be1725-347f-4957-bf89-7c9a0f4b5948,Tony M,Updated the app now it does not work. Uninstalled. What a joke. This app is like everything else in South Australia ..... Broken.,1,2020-11-03,,1
230,c8e250f7-3ac3-4c5e-8015-b2011a45ba51,Vicki Geewiz,Have had the original app for a long time. Since the upgrade it will not open.,1,2020-11-03,2.22,1
231,88462f62-dbfe-48ec-b416-93b060fb966a,San Dee,"It was working perfectly and I had recommended it to all my friends. But since the update, its hopeless. This used to be the best app around. Now its awful",1,2020-11-03,2.22,1
232,e581f2eb-0067-4a39-b527-d05eb1c745e8,Iain,Setting the font size bigger doesn't fit in the space provided. Should have kept previous icon.,2,2020-11-03,2.22,-1
233,3904d33f-a8b9-4894-96d9-0cba15095896,george schultz,Doesn't work since update. Uninstalling now,1,2020-11-03,2.22,0
234,0eb970eb-5396-478d-950a-fcad45096569,Ash Grant,"New Update App is crashing will not open on my Android 6 Marshmallow Phone, but works fine on latest Galaxy Tab +S7 with Android 10. Poor oversight, do you guys test these BEFORE you release?, Now I have No Emergency App on Phone...great work.",1,2020-11-03,2.22,0
235,f8b556bd-a8ef-4e04-9f92-e33eb3fbf526,Denise Harrop,The updated App. says it's stopped. So now it doesn't work. Never had any problems with the previous app. Please reinstate,1,2020-11-03,2.22,1
236,e9224c52-3ec4-4dbe-a0a1-fdd91975a4bc,Barbara,Will not open.,1,2020-11-03,2.22,0
237,306bc756-292c-440c-a64b-8dccba68b649,Tony Hyde,"App will not open, keeps closing. I've Uninstaller n reinstalled a number of times without success",1,2020-11-03,2.22,-1
238,9f0df88d-7d90-4157-aab4-4f476ebc4dfd,Tim Williams,Won't work,1,2020-11-02,2.22,0
239,d6e8bb5c-0d4f-4fc4-a849-8719588c3e16,Kleetus,"Never had a problem with the old app, but the latest one won't open. Have uninstalled, reinstalled and cleared cache to no avail.",1,2020-11-02,2.22,-1
240,78159ecb-abd3-4815-9345-1f5f40b2836e,LAI LEONG,This app does not want to open. Can't download. Android,1,2020-11-02,2.22,-1
241,4df64a52-3849-40c4-8b40-c79f7668450c,A Google user,Can't open the app which immediately closes down. Can you please help me to fix the problem,1,2020-11-02,2.22,1
242,320561f3-2ec4-4479-83fc-40996109b7e0,Silver Surfer,since last update doesn't work with j7 galaxy,3,2020-11-02,2.22,0
243,d91e0c0c-d55c-4796-955e-fdd64b3d98d4,shirley kusen,Most pathetic excuse for an app. Supposed to be an emergency app. Thought you knew what you were doing. Obviously you have no idea.,1,2020-11-02,2.22,-1
244,5e05f692-8ef8-4d0d-a10b-3cead54ff213,Leanne Elkins,Just down loaded the app and have noticed the app has my current location in my neighbours house (I'm actually sitting in my own lounge room) and the 3 important words that I would have to use in case of an emergency are partial covered by other information on the screen.,1,2020-11-02,2.22,-1
245,456031e1-705f-49f8-b240-fc9f710431f1,Freefallau,You would think if they were going to relaunch this app they would make sure it didn't keep crashing when trying to open.,1,2020-11-02,2.22,1
246,65d02874-2941-4d2d-a4ed-0cc2048582d9,Ormond Williams,Crashes immediately.,1,2020-11-02,2.22,0
247,fe3c06c1-bdb1-4ada-8d8b-2b6199f837c8,Mark Hibbard,Won't work on Samsung s7 . Constantly says stopped. Not sure if linked but I do have the covid app constantly running,1,2020-11-02,2.22,-1
248,6e2043e1-023b-4524-bb51-391565152e22,Ian Cox,Looks good with the upgrade,5,2020-11-02,2.22,1
249,19889234-b209-4f9c-a5f1-62b093c9a056,Catherine Jones,Great app,5,2020-11-02,2.22,1
250,55972a65-c46f-415d-9c2c-c711026d477f,Ray Davis,Will not open on my Samsung Android? It keeps showing as closing. I have deleted it and resubmitted but still no go.,2,2020-11-02,2.22,-1
251,f2ca745b-9bef-4d72-a4b5-e5324348f781,Sylvia McGrath,Doesn't open. Disappointing,1,2020-11-02,,1
252,21994e82-24f9-439f-98e5-f736ece8ba8d,James Harriman,"Great concept of the 3 words location, and has all of the important emergency numbers and instructions",5,2020-11-02,2.22,1
253,4d77613c-8105-44e8-a561-251641df68e5,Ray,Does not open,1,2020-11-02,2.22,0
254,e2b9279b-532b-4496-83c0-5cb8a156416a,michael sausman,Was good. Now crashes,1,2020-11-02,2.22,1
255,9e67637f-3a9c-4651-a193-e4cb19c7803f,Monique Petersen,"It's showing the wrong 🏠 house, we're nextdoor",4,2020-11-02,2.22,-1
256,6e2ff4c7-63f2-4172-ba9e-16e90d572485,Rachel Alliston,Won't open. App stopped,1,2020-11-02,2.22,1
257,0b0bd7d0-7b8e-4fdb-9b87-61f2b2f93226,Darryl Rogers,Crashes on startup since last update,1,2020-11-02,2.22,0
258,5869ea4a-4779-42bb-af49-b986bff25470,Yvonne McLennan,It's a great idea I have samsung 9 the app was working but suddenly stopped and i have tried closing app reloading app and turning phone off and restarting it.,3,2020-11-02,2.22,1
259,685cc58c-44fd-4545-89f2-70f2689007a4,Steven Nolan,This a great App. The App has stopped working. With last update. Iam using a samsung A5.,4,2020-11-02,2.22,1
260,fb10871a-4f02-42ab-b5ad-d8bbc3b8a912,Bob McKenzie,"All very good and have had it since original version. However with the intro of What3Words the font needs to be bigger so it is more visible, especially for those that have some vision impairment . Or have the functionality to change the W3W font like the Long/Lat.",5,2020-11-02,2.22,1
261,101318b0-c16e-43f3-b2b7-0039da760774,Helen Aiton,I too have problems 'this app doesn't work anymore'. Tried in the bush today. Unsuccessful. Bit of a worry. Helen Aiton,1,2020-11-02,,-1
262,d80e2162-8914-4832-acf8-012b0b048025,Gregory Bloem,Change the original icon back!! Haven't used the app yet but the new icon will confuse people in distressing situations.,3,2020-11-02,2.22,-1
263,84a3208a-899d-4ce4-9fa0-14c458eb36d4,Russ Jex,Has now stopped working on my Galaxy running Android 8. Very disappointing,2,2020-11-02,2.22,-1
264,922ffffc-8c6e-46f2-a8b6-d99119c41617,Paul Child,Done update now it won't open What have you done 😭 To bad if i have to use it,1,2020-11-01,2.22,-1
265,59a8bbf7-22c3-4cfa-85c7-e3d251b0a134,Glenn ANGUS,Keeps saying app keeps stopping. Earlier version worked perfectly.,1,2020-11-01,2.22,1
266,d0d173df-fce0-4615-84a8-3fa91e31ef51,Trevor Diment,Could have saved my life but doesn't work anymore,1,2020-11-01,2.22,1
267,6f86db53-f227-4550-a606-bf5c56b7e959,Bony Trauma,"It replaced the previous triple 000 app which is perfectly works. This is not working at all. It says, the app has stopped. Please, before changing the any emergency app make sure and make sure it works perfectly. It will not be a emergency app if doesn't works.",1,2020-11-01,2.22,1
268,7c87b597-b681-4ba4-92e9-66fee184bc85,Norm Gray,After an automatic update it no longer works on my Samsung Galaxy 5. Please ensure the current version is backwardly compatible. Lives depend on its functionality.,1,2020-11-01,,1
269,c3a5a757-b12a-417e-ad1f-4e15cca9e580,Mia Girl,Not working since last update,1,2020-11-01,2.22,0
270,8d64b0c6-cd6c-40ec-90d4-1b958e0d288b,Toni Scales,I can't open it at all since the very recent update. Not impressed!!!,1,2020-11-01,1.15,-1
271,cd027038-e9eb-4569-98a1-0ec1182b0262,David Chidgey,The updated version of this app won't open on my mobile.,1,2020-11-01,2.22,0
272,f9bcd565-3c39-4ec6-a3af-3066bb4aded6,Tony Treffers,Have uninstalled and reinstalled the app since the update but it still doesn't work like it did prior to the update. Disappointing,1,2020-11-01,2.22,-1
273,84f11f66-92dd-479a-aa89-38e2efacb43e,Riley Cranstoun,"A great app but for some reason it stopped working on my phone. Everytime I open it, it immediately crashes.",3,2020-11-01,2.22,1
274,0442bd6e-13d4-4849-b24e-ef3d9bba18bb,Mike Reardon,Has stopped working reinstalled and still not working,1,2020-11-01,2.22,-1
275,1c892a55-975d-463b-9704-10c929c70683,A Google user,Since you have updated the app fails to work. This meant to be an emergency app that was working perfectly before you updated it. Please repair ASAP so it can be used in an emergency,1,2020-11-01,,-1
276,0bca9d44-76a4-4ff2-87d4-59f53b49fd38,James Gunn,Why is this app no working anymore? It keeps crashing after the latest update,1,2020-11-01,2.22,-1
277,c8d48399-f21c-48e4-b0b2-35d1a31b335f,Beth Harrison,"App won't open anymore... Reinstalled, still won't open.",1,2020-11-01,2.22,0
278,35795d34-ee8d-43f8-831c-15b40556703f,Geoff Newnham,This shows an incorrect address for my home. But no way to correct or advise! Dangerous.,2,2020-10-31,2.22,-1
279,8be81658-4115-447f-914c-3a4ce44b1e13,the guv,This New version is not working on my Samsung Galaxy. I have checked settings all seems ok,1,2020-10-31,2.22,1
280,75a7274a-4576-426c-8804-557829cbaa66,karen Lewis,Was a great app until you updated it now it wont even open,1,2020-10-31,2.22,1
281,77eadb0d-c2fc-461d-be24-6446b220ea80,David Wigney,"Great app if you can open it, constantly shuts down",2,2020-10-31,,1
282,d5496f11-3308-4954-9ce6-045576adf311,Sean Dwyer,Latest version doesn't want to open on an older Android 7 based phone...stops almost immediately. Might be the same problem that the updated BoM app had for a while...,2,2020-10-31,2.22,-1
283,82bfef5f-b0df-4a3a-b4ee-8dbbf951c680,Joanne Lee,Have recently uninstalled app as it not working anymore. It won't ever load. Was great when it was working,2,2020-10-31,2.22,1
284,5f3d3169-2f2b-4237-bc96-e2e9980b96a3,Ken Gellert,Will not even load since the latest update,1,2020-10-31,2.22,0
285,23fa1b57-0bfb-4bd7-a4a5-3944b6b48d94,Super nova,Since updating not working,1,2020-10-31,2.22,0
286,a01ac634-a580-4a40-ad26-10509ec4164f,Team Benson (Team Benson),Ess we weer w we re w e et wees dw ess e wed er we see we f wwest,1,2020-10-31,,0
287,d8bf88bc-a39c-48cc-9e68-9f24663e7ebb,Natalie Hitoun,"I have installed and reinstalled this app but it still won't open. Or "" Emergency + app has stopped"". Please fix this! It's an Emergency app. The previous one worked just fine. My phone :Samsungalaxy Note 5",1,2020-10-30,2.22,-1
288,e43c2e8f-0871-463a-a3e7-c4d32ae6aa4c,robert burns,New icon but it doesn't work any more. I have uninstalled and reinstalled but it continues to say it has stopped working. Who can fix this?,1,2020-10-30,2.22,-1
289,865c359d-306b-422c-b990-165471149ac4,Justin Kibell,Great tool especially if you find yourself on a long stretch of road or in the bush and need to know where you are to call for help.,5,2020-10-29,2.22,1
290,935f9b2b-d6a8-43d8-9672-8eed4e67b4ac,Mark Haines,Show the best,5,2020-10-28,1.26,1
291,6d9df460-b678-4c4d-a03b-f0b14cd8a304,#MUBASHER Discovers (?),3effe,5,2020-10-18,,0
