Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion
96d5d7c4-a18d-4d23-9566-525950153f5f,A Google user,Love it,5,2013-08-25,1.3
978870c8-88b7-490a-80d7-9117663f429a,A Google user,What about drowning?,4,2013-08-25,1.3
7d6b4638-41fc-4204-9860-18fc427ad5ef,A Google user,It what is make correct the word how to take care of a lot of different emergency stuff its really cool in this is good for kids just in case what is going for kids and grownups just in case something happened and they know what to do they know how to call 911	I love it you can learn and have fun at the same time it's a great way for me and it's really useful,5,2013-08-25,1.3
cb2337ef-ff3e-4016-a626-8afd9fba5dae,A Google user,I feel like an expert.,5,2013-08-24,1.3
d36c3f4c-ef7f-445a-8df2-5566fc226ef0,A Google user,i like it,4,2013-08-22,1.3
24fc406e-4155-4d1a-a71a-061a10d388ca,A Google user,Awasome,5,2013-08-22,1.3
50d988d2-b82b-49dc-bb8e-974965d9920a,A Google user,"Ever since I became first aid/CPR/AED certified, I've become more aware of my lack of emergency preparedness. This app has been very informative and will definitely come in handy in the future. My only complaint is that the tests are super buggy. I was able to get through all of them, but just selecting the checkboxes and dragging the words made the tests longer to complete.",3,2013-08-19,1.3
f4f97d05-b407-488a-bc69-1e10801e1e8b,A Google user,Awesome,5,2013-08-17,1.3
cd88d250-739f-4386-b53a-275445343509,A Google user,About time someone came up with an app this useful,4,2013-08-16,1.3
0e3e4650-1fd0-4ad3-a411-4d5c269d7b89,A Google user,"Very, very helpful & useful imformation & actions in case of an emergency.... Really enjoyed the tests!!",5,2013-08-14,1.3
9a86b08b-1306-48bf-b3c6-237a6e79957a,A Google user,Love this.,5,2013-08-14,1.3
a27fefc8-d88b-44a5-9ae3-4565e7cc6bc8,A Google user,I download this app and  American red cross first aid app a must have on your phone please download this app it will live.,5,2013-08-13,1.3
f98495f9-3418-49c2-88c4-986e5b64cf11,A Google user,"This app should be automatically included on every phone instead of some tha are  (think social sites). The app contains lots of good, useful, lifesaving information. I have a Red Cross First Aid certificate, but use this app as a handy reminder.",5,2013-08-12,1.3
43e3b53e-8f9f-474f-89ee-9997ef613062,A Google user,Quick and Easy!,5,2013-08-12,1.3
6790dc84-fe65-4c0f-91c2-6f3753ec8679,A Google user,nice apps   must have in your phone,4,2013-08-11,1.3
94c7e5b6-6277-44f2-893e-639f6de7cb7d,A Google user,Very helpful.,5,2013-08-10,1.3
611f0927-8652-44f2-839a-f73fa0df22e2,A Google user,Very useful than I thought! It is very informative and you can use it anytime..,5,2013-08-09,1.3
299bc892-b717-4540-aa98-d671d7ca8929,A Google user,I keep it on my desktop,5,2013-08-08,1.3
172e49e6-fffa-4418-9417-f8bc717046ac,A Google user,Very helpful organizer & preparedness on all levels!,5,2013-08-08,1.3
8aa3bcd2-c15d-4bca-b998-ac4dfa3fcc76,A Google user,Good app,5,2013-08-07,1.3
90af18b0-2446-41af-9c74-6620e0177fc1,A Google user,Be prepared.,5,2013-08-07,1.3
797c92fd-5ce7-47ce-8d76-f8c0f80f8eac,A Google user,Over all it is an excellent app,5,2013-08-06,1.3
a9a5b0cb-da02-4e0e-bbd4-8b3ec2d29bef,A Google user,A must have up!  Two thumbs up!,5,2013-08-04,1.3
6f4cd469-33a6-48c9-944b-6989e5a5204e,A Google user,I am a camp counselor and there are some things they dont teach you in training. This app covers all the gray areas. Great app,5,2013-08-03,1.3
32e63f06-24be-47d9-bb50-d4a7a4b11e2d,A Google user,This app is really great to have and very useful :),5,2013-08-02,1.3
90e86a19-80e2-4100-8d26-c55f71ac5368,A Google user,"Living in Southern California,  rattlesnskes are one of the biggest concerns.  I can't find any information on snake bites. Am I missing something? Otherwise a valuable app to have!",3,2013-08-01,1.3
f19a5fc8-9716-4cb1-899f-0ac4c1a7d342,A Google user,Awesome!,5,2013-08-01,1.3
b2b69506-00ad-456c-9925-1c7ee7381a93,A Google user,It's the best App in my phone and I like it.,5,2013-07-29,1.3
fe7949a1-db89-4c7c-bbd4-ad544ba47314,A Google user,This is very good app. This is must have app.,5,2013-07-29,1.3
8cea5309-daa8-45d5-b496-304bd5a614f5,A Google user,I burnt my hand while caring for my newborn daughter and thank goodness for the app. Helped me quickly get what I needed to know.,4,2013-07-28,1.3
04abd9d1-8505-44cf-95c1-44a7e872cf72,A Google user,"Only complaint is that it is missing snake bites. Sister was almost bit the day after installing this app, much to my surprise snake bites are not included",4,2013-07-28,1.3
bbe78ac2-8922-4fd1-959d-2a63df32a0d5,A Google user,"This app is great and packed with useful pictures and information.  The only thing wrong with this app for me is that when taking the quizzes, I can only seen to answer the question that are either check boxes or tapping the location.",4,2013-07-27,1.3
193126e1-339b-486c-aecf-90643dcc37d0,A Google user,this is very good app covering most of emergencyies everybody must download it,5,2013-07-27,1.3
a6ae9285-7028-489e-b873-c48e779e09e9,A Google user,"Awesome, easy to use app. Everyone should have it.",5,2013-07-25,1.3
3fc798cc-42ce-4002-a5d0-014d7dacb652,A Google user,"very useful and simplified...with videos for better understanding, no need for internet connection...5stars for u..",5,2013-07-23,1.3
3cfff529-6f18-422f-ab11-3eafedf646b8,A Google user,"This great, it has a lot of great information. I am an EMT and i use  this to review and check myself.",5,2013-07-23,1.3
6f16119b-f009-42e8-a823-c901e89dcbf3,A Google user,Must have,5,2013-07-23,1.3
a8e5dd07-d17d-482f-adb4-caa509064c3c,A Google user,This app has come in hand so much!,5,2013-07-20,1.3
4f4e3256-c399-44be-8b72-67e86b56d619,A Google user,Awesome,5,2013-07-19,1.3
c4ba5c9a-6202-4853-a3d2-dead9e9d9432,A Google user,Very informative and great app,4,2013-07-18,1.3
5dcc68ae-c3f7-4565-8357-839375eb2d4c,A Google user,Awesome App it is very helpful and informative I'd give it ten stars if I could,5,2013-07-18,1.3
e24dd84f-cecd-4bee-8a08-c065813828cb,A Google user,My daughter and I have learned a lot from this site.,4,2013-07-16,1.3
be08c2be-5257-49d1-976f-e0868d8254d7,A Google user,"Cannot take tests that require dragging & dropping answers, stutters and makes correct selection impossible. Whole app slow to respond to input. Considering an alternative 1st aid app, which is a shame but cannot use as-is in real emergency.",3,2013-07-15,1.3
c8698d41-6cf8-4579-8f02-6bf44d8d2872,A Google user,this is absolutely the best health app on google play . highly recommended .,5,2013-07-14,
ca22e1da-4cfa-4561-a37f-38e06dd25b11,A Google user,"Succinct, clear, informative, easy to navigate.",5,2013-07-13,1.3
8cf9c339-9bda-451a-a152-c7bd6adacc80,A Google user,This app is true and solid if You think about  downloading this app. Don't think just do. you never know it could save you or your family one day.,5,2013-07-12,1.3
0116c12f-6476-48e7-adf2-480e203f4bdf,A Google user,So helpfull,5,2013-07-11,
8a9e1c44-f392-4b30-8f8b-aac9a362f368,A Google user,"Disappointed to find that the American Red Cross put its name on an app with such scarce content. Does not prepare or instruct on what to do with anymore detail than get comfy and call 911. For example, I don't need 1/5 questions on the heart attack prep quiz to tell me that I should keep a victim sitting down while waiting for an ambulence. Looking for something that can actually help.",1,2013-07-11,1.3
1214ee31-8ee1-426e-9590-be9511130335,A Google user,Very informative. Thank you,5,2013-07-10,1.3
6de92c9c-1cfd-4707-b958-d1298d114d79,A Google user,This app is extremely helpful and quite informative. If any emergency situation arises this app is key in helping you out. One of my best downloads!,4,2013-07-10,1.3
63625ab7-01e0-4418-9e29-2eeb1429308d,A Google user,This app will surely save lives! The best app of its kind.,5,2013-07-09,1.3
28258adb-ede3-48c3-a3cf-d15613ece154,A Google user,"Great app with summaries of what to do in various emergency situations and a quiz to check you know it all.Great user interface, very intuitive.",5,2013-07-07,1.3
dadd3a64-957f-4745-acaa-52d7cde50e08,A Google user,Very useful i like america,5,2013-07-05,1.3
c634ea48-ee6c-45fb-9c0e-3773e1ed74e4,A Google user,This is a good app for people that don't have a lot of training in basic 1st aid and CPR.,5,2013-07-05,1.3
f9b3e837-2227-4d13-b49c-d71f0e5469b8,A Google user,Very good app to use in emergency preparedness and for quick help in a situation!,5,2013-07-01,1.3
f9c869c9-7d27-4094-bccf-e15f41200edb,A Google user,Best app to train yourself to become a redimate doc.,5,2013-07-01,1.3
e82059e6-4c59-4ded-ad42-a100a1259a69,A Google user,Use to teach my kids.,5,2013-06-28,1.3
f7164c3c-0048-4c82-855b-305a8b2f3cc5,A Google user,Gr8 app to have on my phone,5,2013-06-27,
aacaa44f-7463-439b-8aef-2ae92bf40c11,A Google user,Very helpfull,5,2013-06-27,1.3
40cff6b7-3c88-41a8-9e48-4f300132507c,A Google user,Good stuff.,5,2013-06-26,
26acb21b-a90c-4e9f-b78a-a085a2131256,A Google user,Has great information and I love the tests...I give it 7/5,5,2013-06-24,1.3
f335a3a6-a368-4daf-b3c3-b0783c93bbce,A Google user,Useful for situations or simply informative reading; the design is aesthetic and easy to use. :),5,2013-06-22,1.3
3febeb0b-90f2-4cfa-9e75-0b94e46d52d7,A Google user,My dad is a firefighter and this app is spot on,5,2013-06-21,1.3
48c8468f-1824-42fd-94cc-6058f0daf051,A Google user,Easy to understand and learn,5,2013-06-21,1.3
70926325-5931-437f-96d9-f8f840474935,A Google user,I found the testing section very effective  Well done :),5,2013-06-21,1.3
344f5fc7-abdf-4c08-9596-40e9dbdc11c0,A Google user,"As a current red cross volunteer, is very helpful while on scene and for training. Great job!!!",5,2013-06-20,1.3
e7e555cd-b7da-460f-b111-59cd6b8de995,A Google user,"Having sworn an oath as SCAN (Society of Communicators And Networkers) of the Iglesia Ni Cristo/Church Of Christ and as a CERT, I dedicated myself to saving lives.  This app will help me to do just that.  Will it still work without network coverage remains to be seen.",4,2013-06-20,1.3
a4692f38-9ae3-4724-adbc-23f02ee61d9c,A Google user,Awesome!,5,2013-06-19,
81aa2b53-d825-4aab-bc0c-0594ad96e6f9,A Google user,Best App,5,2013-06-18,1.3
ff0d0318-6e0d-4ea2-93c2-653198221133,A Google user,Excellent.app. simple instructions,5,2013-06-18,
e00f766f-8c8e-4a7c-9f3f-6056d9d19b63,A Google user,I've taken CPR and first aid classes and remember most of this stuff from there. But for people who have never taken those classes it's great info.,5,2013-06-16,
02b07285-32ff-41f0-bc9a-6778ebdfb12b,A Google user,Very helpful!,5,2013-06-14,1.3
5ec782b2-2a5f-4480-a06f-e7f09034ae8d,A Google user,Very helpful app... I learned two things that could save a life; maybe yours!,5,2013-06-13,1.3
e4a170fa-098b-45f6-b25f-c96ff64399af,A Google user,"This app is awesome. It seems fairly practical. Unless your phone is as slow as mine. Everyone should have this app. Accidents happen, be prepared!",5,2013-06-10,1.3
f785bfbf-330f-4751-a8aa-af663a215c1a,A Google user,Only thing was there were a few differences from what a professional is taught which can save a life. So that bugged me. But otherwise AMAZING helped me pass my Lifeguarding certification class,4,2013-06-10,1.3
94d49fa5-3ac5-437b-8df6-04cffd72d6d2,A Google user,A great refresher course.,5,2013-06-08,1.3
552023cd-37bd-42b2-b93c-9cb8203a6596,A Google user,I like it!,5,2013-06-07,1.3
1b7863aa-1cc4-4587-8c08-08975c9a4d27,A Google user,"This app is a good application but I was disappointed that when we had a tornado warning here,  no alert ever came even though earlier in the day when there was a tornado warning about 20 miles away this app was giving a warning about every two minutes. I double checked the location settings and it is correct.  My buddy has this app and he never got any alert either.",2,2013-06-06,1.3
5987d5da-ebed-4607-b098-4857b2d26a44,A Google user,This app should be on every phone,5,2013-06-06,1.3
10bf87ad-11b8-4250-a436-97cc14947fd2,A Google user,This is a fantastic app which freely provides information which you would most need in an emergency. I think this app should be pre installed on every phone for that situation. Absolutely no complaints,5,2013-06-05,1.3
b4d91c22-708c-4970-8f52-578017b69933,A Google user,Awesome app!,5,2013-06-04,
dba09633-eece-404a-a931-88981e96c74b,A Google user,Great as a first aid refresher and good for emergency situations. If help is needed this app can help! 911 call buttons are included in this app.,5,2013-06-04,1.3
630970b8-da75-4b3e-bb61-ec37943b427f,A Google user,Easy to use with diagrams and video. Good basic first aid instructions. Who knows I might save a life one day,5,2013-06-03,1.3
3b3a41a8-1930-49c5-a058-6c6e2d5765ef,A Google user,"I want to rate this higher, however, when a person try to get the awards its impossible due to a broken or buggy thingy that will not allow you to check the box and the arrow. Allowing a move forward to next question,. Whereby  you always get wrong answers. Not fun Please FIX.",2,2013-06-03,1.3
306357bb-2ffb-4db3-9aed-e97a102a1e8d,A Google user,"Thanks all who made this apk &, for free",5,2013-05-31,1.3
3806981b-23d0-4cc2-aafb-8f3382757197,A Google user,This app is easy to use and provides a lot of useful information. I like the tests. They challenge your knowledge and help you to retain the information.,5,2013-05-31,1.3
a98eae75-fa7f-4b98-bfea-901ba8cc7a32,A Google user,Love it,5,2013-05-30,1.3
01186e9d-c38b-4054-9b9e-1180734f5424,A Google user,Thanks to GOD I feel I will be able to help someone some day.,5,2013-05-29,1.3
21f303fe-fd25-4188-b322-62f6cfe8c015,A Google user,This app is ok,4,2013-05-29,1.3
24744a7c-6fe2-4d07-ab0f-88becf637746,A Google user,This app is fantastic! It gives the user an understanding of basic first aid with the aid of short videos. I love the additional info included.,5,2013-05-28,1.3
bbae23f2-128c-48e1-8bc0-41325881369d,A Google user,This is a great app for times of an emergency and good first aid guide. I like it!,4,2013-05-26,1.3
a2fe6600-f900-47e6-a16e-2259bbd65fb4,A Google user,Verygood,5,2013-05-23,1.3
4bdb1d10-8b28-4036-9b70-27f7b0612ce6,A Google user,Awesome app!,5,2013-05-22,1.3
2ce94785-3539-418b-aeae-01053343e881,A Google user,Informative.,4,2013-05-22,1.3
15fb521c-6d5d-47f4-ade4-9c1707fda787,A Google user,First aid for everyone.,5,2013-05-22,1.3
aa19cf98-b550-4345-9f4b-23c7044d2d55,A Google user,My nana was having chest pain and this app saved her life! Well  the directions did! I think I'm going to use this a lot!!! I'm very ap I know some things going to happen!,5,2013-05-22,1.3
0fe33535-23d2-4f71-b125-f95cee10f6a8,A Google user,This is a great app for you to become proficient with first aid.,4,2013-05-21,1.3
58cb7bb8-fee5-4e35-8bb1-f8b23090829c,A Google user,Very usefull!!,5,2013-05-21,1.3
f5354c81-9c82-423d-897d-3aa15e3cc4ba,A Google user,Love it.  Very easy to follow and love the fact no wifi needed.,5,2013-05-21,
0299c669-ebbe-4ccc-927c-4885144ab69e,A Google user,i also use the tornado app and the siren sound alert worked as have friends throughout the state of Oklahoma and i live in Texas. be safe and be prepared. dont panic and be aware of your surroundings as in many situations  like weather and war things can change in a second.,5,2013-05-21,
375df324-f70b-4c4d-bd54-dc7522a26f03,A Google user,Easy to use and has pertinent information for emergencies.,5,2013-05-21,1.3
49a7829e-2549-4ca2-9d1b-21e97f1afb1c,A Google user,I would have given it five stars but the diabetes one was incorrect.. There are two kinds of diabetics. One is hypoglycemic (low blood sugar) the other is hyperglycemic (high blood sugar) their treatment for diabetes is to give something that has sugar in it.. NOT GOOD FOR DIABETICS WHO HAVE HIGH BLOOD SUGAR (hyperglycemia) It is fatal to give sugar to someone who's hyperglycemic..,4,2013-05-20,1.3
29807ce6-7fb5-4f0d-8b58-0ca96779b0d8,A Google user,Loads of features. Great for learning and testing.,5,2013-05-19,1.3
97be851a-5fe2-4ed9-b89c-8a76c80a409c,A Google user,Lots of good information.,5,2013-05-19,1.3
53985f18-1029-4837-8068-d6e6d3b5a4e2,A Google user,Great idea guys!,5,2013-05-18,
c19df876-d605-4721-883f-19a54fe87a4e,A Google user,Great and useful app in emergencies with clear step by step instructions.,5,2013-05-16,1.3
a8023ef4-db36-4fc8-8a08-df7eb41cefc2,A Google user,아주 유용 했음,5,2013-05-15,1.3
f8454e8b-4ec2-4626-bf71-16dc7b1d3cba,A Google user,Great Info.,5,2013-05-14,1.3
72f95840-dc6b-4b62-a295-dcb9af4caa24,A Google user,Ok.,2,2013-05-13,1.3
e3a713d3-93d6-480d-9a0e-01dd7ea7c101,A Google user,So for that I have found this is the best first aid app,5,2013-05-13,1.3
be95b510-1958-46de-bf41-35e234b8f663,A Google user,Good,5,2013-05-13,
2220d70f-7a33-4ca8-9e42-222a87b0f04a,A Google user,"Love it, use it, share it.",5,2013-05-11,1.3
ae634f23-c39a-4389-8d2b-d464421b7381,A Google user,"Straightforward, easy to understand instructions for basic first aid (with self tests so you know you got the information right). Good to know - you might save someone's life. Just hope you never need to use it.",5,2013-05-10,1.3
ed8387e3-7792-42be-b98c-da1f4470ddb0,A Google user,Its a great app!,4,2013-05-10,1.3
76b623b7-fd33-4bb4-83d7-616aba9348b4,A Google user,I think that everyone should have this on their phone. This way a person would be able to administer some first aid and possibly put the injured person at ease.,5,2013-05-10,1.3
a29b5ca0-e6ee-4f93-aa49-06ba79c52ec1,A Google user,"Very good and helpful app,   I'm a nurse and this is great for anyone to have on hand",5,2013-05-09,1.3
bb3efdab-77fb-4a60-802b-e86b6eeffe61,A Google user,"Similar content to British version, but significantly fewer tests.",4,2013-05-09,1.3
9f5be9e7-4844-4ae7-8584-2f04b3ae20cd,A Google user,great app,5,2013-05-09,1.3
45b4383c-50ca-4738-8d25-64d4feb8adce,A Google user,"Good information, easy to read.",4,2013-05-08,1.3
48ba8095-3966-4f6c-b6cb-099241d36400,A Google user,Helps you save lives and stuff.,5,2013-05-07,1.3
67c91aa2-2edb-4d62-afc0-c4458e5b6dd6,A Google user,Great app. I learned a lot!,5,2013-05-07,1.3
c2f11067-28f0-43fd-95bf-835706c20377,A Google user,L,5,2013-05-06,
ce37f31a-a13f-4884-beea-97d390fb2136,A Google user,Love this app its good,5,2013-05-06,1.3
73722800-c3f3-489f-8625-c15adc1e42ad,A Google user,"The only thing I'd suggest is adding CPR instructions if there is more than one rescuer on site, where one does chest compressions and the other breathes.",5,2013-05-05,1.3
ab265e4c-99b8-49d9-8951-ebb068dbcc21,A Google user,Every person with a smart phone should download this app because you never know when you can come across something this app could be the difference between life or death for some one.,5,2013-05-05,1.3
5191a7cf-32e5-481a-98e5-328fcec3e7c6,A Google user,Very good things to keep up on! You just never no when you well have to use them to save a loved ones life!,5,2013-05-04,1.3
6d7ea342-ecfe-4647-a63d-0181f68fda72,A Google user,could save a life!,5,2013-05-03,
9b244540-1e1b-4030-82c1-72885960b060,A Google user,This is really an excellent app for learning first aid technique.,5,2013-05-02,1.3
11252e55-1b44-4d67-9b18-1f90480c2d26,A Google user,Good,3,2013-05-02,
2272072f-bb3e-478e-8744-98df15fe19b3,A Google user,I like this app cuz it helps you understand what to do in case of emergencies. Im a cna at a nursing home so its nice to know what to do in these cases! :),5,2013-05-01,1.3
f9ddb082-e6ff-42e1-9090-6043cb29b326,A Google user,You just made a huge fan guys I love this application. Thanks for putting this out.,5,2013-05-01,
aae380bc-cc92-485f-b2dc-b8cadc3671fd,A Google user,Great app!,4,2013-05-01,1.3
ea22247a-db0b-44b0-9e0f-0dd30c2bb420,A Google user,A very useful learning tool. Prepare yourself for emergency situations. Quiz yourself on what you've learned. Can't remember what you've learned? Just click on your scenario and get helpful advice at your fingertips.,5,2013-05-01,1.3
9c823530-549d-49dc-98dc-c21e9e2d3818,A Google user,I found this very helpful in emergency situations,5,2013-05-01,1.3
73ecc891-8d51-48eb-bd6c-7046ddf0eebc,A Google user,"Still lags, still horrible scrolling...  The content is nice but the app around it is weak",3,2013-04-30,1.3
6fa84c86-0293-49a0-80b8-d9cd4e318fd0,A Google user,It was pretty helpgul,3,2013-04-30,1.3
15983e73-ecd1-4cf7-b870-1a56aa95ab5b,A Google user,Might be a little oversimplified however :-),4,2013-04-29,1.3
e914b7d3-acb6-4ba1-b127-1f95bd4e6419,A Google user,"Good info and instructions, nice links to first responders, and the opportunity to test yourself. A must have.",5,2013-04-29,1.3
03911920-c2d9-4fec-946b-04f71ce29cd6,A Google user,Great reference for quick access in an emergency,5,2013-04-29,
9c3095e3-bdab-49ff-be64-c9c77a271b7e,A Google user,This app has come in handing one more then one occasion.  I love!!!,5,2013-04-29,1.3
9229d41f-f6f5-4718-81d8-121dcee30afc,A Google user,I love it. It teaches you what to do and how to  prepare you in extreme medical situations and during natural disasters.,5,2013-04-28,1.3
1b3dcbb4-f2f3-466d-a3f3-01e24a10f45f,A Google user,Great,5,2013-04-28,1.3
5c98fb60-f18c-445c-a385-0c28cb88a559,A Google user,I dont usually rate but this one deserves it,5,2013-04-28,1.3
c3da5582-6de8-41fc-bea4-02f5632baea2,A Google user,Great app!! Love the quiz and the badges!! It's a great incentive for the kids to learn as they earn badges!!,5,2013-04-27,1.3
30a5ab11-7234-4b08-8596-864130cef87c,A Google user,"I can learn,New thing",5,2013-04-27,1.3
76a8d25e-7cea-4ac6-9526-8b57b5cb0b19,A Google user,Need More Of This And Less Other Bull Very Helpful,5,2013-04-26,
ac068bc7-034d-41c1-84d7-a49e88ebb710,A Google user,I can see how this app can be of great use in emergency situations. Will keep it handy just in case! Thank you!,4,2013-04-26,1.3
417e3c37-dd8f-42fb-8d99-2e87433c3b79,A Google user,Just uploaded it. So far so good,4,2013-04-26,
a711d20d-6d70-4a21-a94e-9ee92d793eb3,A Google user,Excellent app for beginners or refresh your memory,5,2013-04-25,1.3
93fa5a9d-c7de-4f83-9659-1ec54d129a6c,A Google user,Excellent.,5,2013-04-25,1.3
11c2546c-e52a-47af-89bc-96b9ebc2ff26,A Google user,Excellent,5,2013-04-24,1.3
05150139-c24d-4880-8c86-f303573b5147,A Google user,That app is crap. It has been installing for over 24 hours.,1,2013-04-20,
8f760825-b91b-4c1e-9c25-e5ce2f2d842c,A Google user,Great!,5,2013-04-20,1.3
d2833b42-e0d0-4a7b-8527-243b5941afdc,A Google user,I recommend this to everyone who needs training.  It's great in a first response situation.  LOVE!  I do recommend taking a Cpr course in person though!  Other than that 5 stars!,5,2013-04-19,
61cf1552-d204-411f-9b70-9d28799cc646,A Google user,VERY INFORMATIONAL,5,2013-04-19,1.3
0f630b2d-bd36-49ca-b4d9-a931e284362c,A Google user,Great app !,5,2013-04-19,1.3
6b692e25-3323-4583-bc2a-79a158991aef,A Google user,Easy interface. Good information.,5,2013-04-19,1.3
4f259184-f993-47c7-9284-b3a6a6c27c41,A Google user,Awesome,5,2013-04-19,
ac311652-ee14-43df-988f-d53e9c85f4df,A Google user,Lots of useful medical tips and tricks. Could save a life in an emergency situation.,5,2013-04-19,1.3
2d5c932f-aba4-4afd-b53f-fef31464ebe3,A Google user,This an awesome app,5,2013-04-18,1.3
239ddbf7-bf0e-491d-89a2-2fbd0778c72c,A Google user,Wonderful EMERGENCY information and videos.  MUST HAVE! !!,5,2013-04-18,
42f8e66a-cd53-4750-82a1-21cc28e5271f,A Google user,"As a nursing student and previous EMS trained personnel, get this app! It's free and in an emergency situation can help you save a life, possibly even your own! Get it for your children too!  Works great for Galaxy S III!",5,2013-04-18,1.3
fa1b95bf-351c-4af4-8ba2-e92a81ca416b,A Google user,I like it!,5,2013-04-18,1.3
71e89efa-ea2b-4188-a83c-47cc2e8f397f,A Google user,I will keep this on my phone forever since it provides tips and steps to take when you are facing life threatening situations. Thanks American Red Cross!,5,2013-04-12,1.3
3e8227e1-f1d4-4361-a0a6-153c092ec5f3,A Google user,Greate app love it soo much,5,2013-04-11,1.3
ef120d02-8573-4b57-8b89-f0f36dbfa2ec,A Google user,Perfect!,5,2013-04-11,
d9fd63ab-a263-4c4c-9f90-a0285dbfa470,A Google user,This is a must have app!,5,2013-04-11,1.3
262c55f4-a4ef-425d-a8cd-11e0464b638d,A Google user,Very helpful app,5,2013-04-09,1.3
920aee3b-0993-4c62-a383-36908f129396,A Google user,Easy to use and competent i Information,5,2013-04-09,1.3
1e0ca424-e968-4814-8352-d83acc0896fa,A Google user,This information could help save a life! Great tips to prepare for emergencies and valuable help in th course of an emergency,5,2013-04-08,1.3
3b76ee2b-e4db-4356-beac-3f09284905c6,A Google user,"Amazingly in-depth,  can't believe it's free.",5,2013-04-07,1.3
37b8b57e-ce2f-45ed-8dd6-7175ac99c331,A Google user,I do,5,2013-04-06,
962919fd-5fe3-4a07-a308-5af1d7a254d8,A Google user,"Great App, very useful",5,2013-04-06,1.3
4b2d2b42-afe4-4b94-bb0b-b3b220dbda3a,A Google user,what a wonderful way to be able to help family friends or even a strange is life. How baby drop of a dime is wonderful you have for your phone,5,2013-04-04,1.3
6bd57964-1375-4b78-8100-f06d28cd61e2,A Google user,I learned a lot thanks to this app it is amazing,5,2013-04-02,1.3
6e31ac3f-591f-43a6-8b7f-a67754d9c56a,A Google user,"It's not gonna make you a doctor, but it will be a great tool to have in an emergency.",5,2013-03-31,1.3
f320a9f1-3d43-44fa-843e-c59cb86f53d6,A Google user,This app saved my aunts life! she was choking and i did the Heimlich!This is so helpful! 5 stars!!,5,2013-03-29,
88b6e834-928a-4e3d-ae41-118cd6b3fd3d,A Google user,Good app to have very useful,4,2013-03-29,1.3
0d3d9105-d942-4a08-9330-2f4f09902e72,A Google user,Good  in emergencys .,5,2013-03-27,1.3
02fe8585-539f-4b93-8eb5-131f2c0038a0,A Google user,Best app ever very helpful,5,2013-03-27,1.3
02f96d1b-f047-4106-bf85-846084242f4c,A Google user,"Download this app, you never know when you need to use it",5,2013-03-27,1.3
edd0bbff-aa43-4308-8fcb-d52f16b6e9fc,A Google user,one of the best apps out there very helpful app great job,5,2013-03-25,1.3
83efff63-51c9-47e0-8757-4849358d4ccb,A Google user,Everyone should install this,5,2013-03-25,1.3
7831d5ba-eff9-44bb-8a40-95c748ce60b4,A Google user,Cool,5,2013-03-25,
34bb85d0-fb6b-482a-b4a4-525af9c2af9c,A Google user,No one should be without this app. Tons of lifesaving information.,5,2013-03-25,
9753d6a6-0be0-4f66-80b8-fedfd75b8f66,A Google user,I like it. it has lots of information. thank you for this great apps.,5,2013-03-24,1.3
a08cb720-7745-4bd5-8a84-6c4429edd1b1,A Google user,I am posted in a Training Centre where I was looking after the charge of a Hostel warden. I have gone through the contents & found them practical. All should invariably have this.,5,2013-03-23,
cfaad904-9132-43d0-9325-32900ba6709d,A Google user,Great app!!,5,2013-03-23,
3a644f63-ff02-404b-b2bb-0fcf13897bd3,A Google user,But very well done,5,2013-03-23,1.3
05d9382d-8d3a-4b10-9761-4078bbec9dea,A Google user,Thank you 19 in my book!,5,2013-03-23,1.3
3702a820-3e6b-42f5-9997-80c577b8cb12,A Google user,Great app to have on your phone.,5,2013-03-22,1.3
a61ad593-8b4f-48ca-b704-e475c823a8a5,A Google user,Helpful!,5,2013-03-22,1.3
d78cee55-ac89-4ec8-b584-cc9996ff1da2,A Google user,Awesome,5,2013-03-22,1.3
708a3c30-a873-49de-9c50-3f520199642a,A Google user,A lot of valuable easy to understand information.  An excellent tool for anyone.,5,2013-03-21,1.3
b1002adb-d2a1-4d41-9f5f-4b21450a8e28,A Google user,Very informative and helpful!  Easy to use.,5,2013-03-21,1.3
fc1db3c1-21c9-4d8f-95e1-27bf8a7da600,A Google user,As a red cross volunteer I like this app to help me understand this more super,5,2013-03-21,
7990de95-cfd1-4795-b238-bb3bc13253b9,A Google user,Definitely think its a must have.,5,2013-03-21,1.3
522c205e-2778-44e9-95a4-39f5a7fbc801,A Google user,Ooh!!!!!!!¡!!!!!!!!¡!!!!!!,1,2013-03-20,1.3
0d606bd0-b936-4b09-914f-cdae8d6d01d5,A Google user,So glad to finally have this on my phone. More quizzes please!!!!,5,2013-03-20,1.3
1a4d635c-5d56-4439-afb0-b0f5ee7a1792,A Google user,Everyone should have this app,5,2013-03-17,1.3
eca4e03f-e2a9-4cad-a1bd-5b93f891b5b9,A Google user,Excellent work my brothers.we salute you.because this application is very importent and more usefull.good job.thank you.,5,2013-03-15,1.3
e5aa4e78-4b9d-4d98-927e-357b0cf3082b,A Google user,It is verey helpful,5,2013-03-14,1.3
1b6b4cad-71cc-4f3e-a819-697c86bfb5e5,A Google user,"Goood one!!!!""",3,2013-03-13,1.3
388c1390-ad58-4d0e-a4d7-7bd7621e31ed,A Google user,This app is very helpful for those learning first aid! It's also handy when there is an emergency and you need to be briefed on a particular skill!!,5,2013-03-11,1.3
